1479	486163399114993267.wav	سونا کو ہر طرح کی شکلوں میں ڈھالا جاسکتا ہے۔ اس کو چھوٹی سے چھوٹی شکل دی جاسکتی ہے۔	سونا کو ہر طرح کی شکلوں میں ڈھالا جاسکتا ہے اس کو چھوٹی سے چھوٹی شکل دی جاسکتی ہے	س و ن ا | ک و | ہ ر | ط ر ح | ک ی | ش ک ل و ں | م ی ں | ڈ ھ ا ل ا | ج ا س ک ت ا | ہ ے | ا س | ک و | چ ھ و ٹ ی | س ے | چ ھ و ٹ ی | ش ک ل | د ی | ج ا س ک ت ی | ہ ے |	120000	FEMALE
258	461692126245059507.wav	تاہم، خطرے کی سطح کو شدید زمرے سے کم کرنے کا مطلب یہ نہیں ہے کہ مجموعی طور پر خطرہ دور ہو گیا ہے۔"	تاہم خطرے کی سطح کو شدید زمرے سے کم کرنے کا مطلب یہ نہیں ہے کہ مجموعی طور پر خطرہ دور ہو گیا ہے	ت ا ہ م | خ ط ر ے | ک ی | س ط ح | ک و | ش د ی د | ز م ر ے | س ے | ک م | ک ر ن ے | ک ا | م ط ل ب | ی ہ | ن ہ ی ں | ہ ے | ک ہ | م ج م و ع ی | ط و ر | پ ر | خ ط ر ہ | د و ر | ہ و | گ ی ا | ہ ے |	122880	FEMALE
1392	8722346106333796867.wav	فرانس میں، رائے دہندگی کا عمل روایتی طور پر کم تکنیکی تجربہ رہا ہے: رائے دہندگان ووٹنگ بوتھ میں خود کو الگ کرتے ہیں، پہلے سے چھپی ہوئی کاغذ کی شیٹ پر اپنی پسند کے امیدوار کو نشان زد کرکے اسے ایک لفافے میں ڈال دیتے ہیں۔	فرانس میں رائے دہندگی کا عمل روایتی طور پر کم تکنیکی تجربہ رہا ہے رائے دہندگان ووٹنگ بوتھ میں خود کو الگ کرتے ہیں پہلے سے چھپی ہوئی کاغذ کی شیٹ پر اپنی پسند کے امیدوار کو نشان زد کرکے اسے ایک لفافے میں ڈال دیتے ہیں	ف ر ا ن س | م ی ں | ر ا ئ ے | د ہ ن د گ ی | ک ا | ع م ل | ر و ا ی ت ی | ط و ر | پ ر | ک م | ت ک ن ی ک ی | ت ج ر ب ہ | ر ہ ا | ہ ے | ر ا ئ ے | د ہ ن د گ ا ن | و و ٹ ن گ | ب و ت ھ | م ی ں | خ و د | ک و | ا ل گ | ک ر ت ے | ہ ی ں | پ ہ ل ے | س ے | چ ھ پ ی | ہ و ئ ی | ک ا غ ذ | ک ی | ش ی ٹ | پ ر | ا پ ن ی | پ س ن د | ک ے | ا م ی د و ا ر | ک و | ن ش ا ن | ز د | ک ر ک ے | ا س ے | ا ی ک | ل ف ا ف ے | م ی ں | ڈ ا ل | د ی ت ے | ہ ی ں |	260160	FEMALE
882	593841874617703436.wav	شمالی کیرولینا کے شارلوٹ کے مضبوط نقطوں میں سے ایک یہ ہے کہ یہاں خاندانوں کیلئے اعلی معیاری اختیارات کی فراوانی ہے-	شمالی کیرولینا کے شارلوٹ کے مضبوط نقطوں میں سے ایک یہ ہے کہ یہاں خاندانوں کیلئے اعلی معیاری اختیارات کی فراوانی ہے	ش م ا ل ی | ک ی ر و ل ی ن ا | ک ے | ش ا ر ل و ٹ | ک ے | م ض ب و ط | ن ق ط و ں | م ی ں | س ے | ا ی ک | ی ہ | ہ ے | ک ہ | ی ہ ا ں | خ ا ن د ا ن و ں | ک ی ل ئ ے | ا ع ل ی | م ع ی ا ر ی | ا خ ت ی ا ر ا ت | ک ی | ف ر ا و ا ن ی | ہ ے |	170880	FEMALE
868	14335777463222336822.wav	بہت سے مستحکم، قابل مسافر ترقی یافتہ دنیا کے سفر کے نئے پن پر قابو پا چکے ہیں، جہاں کئی چھوٹی موٹی ثقافت کی مطابقت پذیری کی بھی ضرورت پڑسکتی ہے۔	بہت سے مستحکم قابل مسافر ترقی یافتہ دنیا کے سفر کے نئے پن پر قابو پا چکے ہیں جہاں کئی چھوٹی موٹی ثقافت کی مطابقت پذیری کی بھی ضرورت پڑسکتی ہے	ب ہ ت | س ے | م س ت ح ک م | ق ا ب ل | م س ا ف ر | ت ر ق ی | ی ا ف ت ہ | د ن ی ا | ک ے | س ف ر | ک ے | ن ئ ے | پ ن | پ ر | ق ا ب و | پ ا | چ ک ے | ہ ی ں | ج ہ ا ں | ک ئ ی | چ ھ و ٹ ی | م و ٹ ی | ث ق ا ف ت | ک ی | م ط ا ب ق ت | پ ذ ی ر ی | ک ی | ب ھ ی | ض ر و ر ت | پ ڑ س ک ت ی | ہ ے |	275520	MALE
489	9343258009294818742.wav	اس مذہب کی بنیاد گورو نانک (1469-1539) نے 15 ویں صدی میں رکھی۔ ان کے بعد یکے بعد دیگرے نو مزید گورو آئے۔	اس مذہب کی بنیاد گورو نانک 1469-1539 نے 15 ویں صدی میں رکھی۔ ان کے بعد یکے بعد دیگرے نو مزید گورو آئے۔	ا س | م ذ ہ ب | ک ی | ب ن ی ا د | گ و ر و | ن ا ن ک | 1 4 6 9 - 1 5 3 9 | ن ے | 1 5 | و ی ں | ص د ی | م ی ں | ر ک ھ ی ۔ | ا ن | ک ے | ب ع د | ی ک ے | ب ع د | د ی گ ر ے | ن و | م ز ی د | گ و ر و | آ ئ ے ۔ |	210240	FEMALE
1121	6981667974401745705.wav	سرکاری استغاثہ کے ڈائریکٹر کیئر سٹارمر قیو سی نے آج صبح بیان جاری کیا اور پرائس کے استغاثہ کا اعلان کیا۔	سرکاری استغاثہ کے ڈائریکٹر کیئر سٹارمر قیو سی نے آج صبح بیان جاری کیا اور پرائس کے استغاثہ کا اعلان کیا	س ر ک ا ر ی | ا س ت غ ا ث ہ | ک ے | ڈ ا ئ ر ی ک ٹ ر | ک ی ئ ر | س ٹ ا ر م ر | ق ی و | س ی | ن ے | آ ج | ص ب ح | ب ی ا ن | ج ا ر ی | ک ی ا | ا و ر | پ ر ا ئ س | ک ے | ا س ت غ ا ث ہ | ک ا | ا ع ل ا ن | ک ی ا |	242880	MALE
482	14080136076283872776.wav	صوفیانہ خیال ایک اشتراک، شناخت، یا حتمی حقیقت، الوہیت، روحانی سچائی، یا خدا سے آگاہی کا حصول ہے۔	صوفیانہ خیال ایک اشتراک شناخت یا حتمی حقیقت الوہیت روحانی سچائی یا خدا سے آگاہی کا حصول ہے	ص و ف ی ا ن ہ | خ ی ا ل | ا ی ک | ا ش ت ر ا ک | ش ن ا خ ت | ی ا | ح ت م ی | ح ق ی ق ت | ا ل و ہ ی ت | ر و ح ا ن ی | س چ ا ئ ی | ی ا | خ د ا | س ے | آ گ ا ہ ی | ک ا | ح ص و ل | ہ ے |	124800	FEMALE
1079	2990269493354589032.wav	اس نظریے کے مطابق کہکشاں کے اردگرد موجود زیادہ تر سیاہ مادہ ایک ہالے کی شکل میں کہکشاں کے اردگرد موجود ہے، اور یہ بہت سے چھوٹے ذرات پر مشتمل ہے۔	اس نظریے کے مطابق کہکشاں کے اردگرد موجود زیادہ تر سیاہ مادہ ایک ہالے کی شکل میں کہکشاں کے اردگرد موجود ہے اور یہ بہت سے چھوٹے ذرات پر مشتمل ہے	ا س | ن ظ ر ی ے | ک ے | م ط ا ب ق | ک ہ ک ش ا ں | ک ے | ا ر د گ ر د | م و ج و د | ز ی ا د ہ | ت ر | س ی ا ہ | م ا د ہ | ا ی ک | ہ ا ل ے | ک ی | ش ک ل | م ی ں | ک ہ ک ش ا ں | ک ے | ا ر د گ ر د | م و ج و د | ہ ے | ا و ر | ی ہ | ب ہ ت | س ے | چ ھ و ٹ ے | ذ ر ا ت | پ ر | م ش ت م ل | ہ ے |	183360	FEMALE
215	10912306260907191152.wav	گولف اور رگبی دونوں کی اولمپک کھیلوں میں واپسی طے ہے۔	گولف اور رگبی دونوں کی اولمپک کھیلوں میں واپسی طے ہے	گ و ل ف | ا و ر | ر گ ب ی | د و ن و ں | ک ی | ا و ل م پ ک | ک ھ ی ل و ں | م ی ں | و ا پ س ی | ط ے | ہ ے |	77760	FEMALE
1377	509026987140691046.wav	فلم 'آڈیشن' کے دو گانے (دی فولسٖ ہو ڈریم) اور سٹی آف اسٹارس کو بہترین اوریجنل گانے کے زمرہ میں نامزدگی ملی۔ لائنس گیٹ اسٹوڈیو کو 26 نامزدگیاں موصول ہوئیں- کسی دیگر اسٹوڈیو سے زیادہ	فلم 'آڈیشن' کے دو گانے دی فولسٖ ہو ڈریم اور سٹی آف اسٹارس کو بہترین اوریجنل گانے کے زمرہ میں نامزدگی ملی۔ لائنس گیٹ اسٹوڈیو کو 26 نامزدگیاں موصول ہوئیں- کسی دیگر اسٹوڈیو سے زیادہ	ف ل م | ' آ ڈ ی ش ن ' | ک ے | د و | گ ا ن ے | د ی | ف و ل س ٖ | ہ و | ڈ ر ی م | ا و ر | س ٹ ی | آ ف | ا س ٹ ا ر س | ک و | ب ہ ت ر ی ن | ا و ر ی ج ن ل | گ ا ن ے | ک ے | ز م ر ہ | م ی ں | ن ا م ز د گ ی | م ل ی ۔ | ل ا ئ ن س | گ ی ٹ | ا س ٹ و ڈ ی و | ک و | 2 6 | ن ا م ز د گ ی ا ں | م و ص و ل | ہ و ئ ی ں - | ک س ی | د ی گ ر | ا س ٹ و ڈ ی و | س ے | ز ی ا د ہ |	367680	MALE
1202	11082522754951167438.wav	خواتین بہنوں اور بیٹیوں کے ایک بڑے خاندان کے طور پر، عموماً ایک دوسرے سے بہت قریبی تعلق رکھتی ہیں۔	خواتین بہنوں اور بیٹیوں کے ایک بڑے خاندان کے طور پر عموماً ایک دوسرے سے بہت قریبی تعلق رکھتی ہیں	خ و ا ت ی ن | ب ہ ن و ں | ا و ر | ب ی ٹ ی و ں | ک ے | ا ی ک | ب ڑ ے | خ ا ن د ا ن | ک ے | ط و ر | پ ر | ع م و م ا ً | ا ی ک | د و س ر ے | س ے | ب ہ ت | ق ر ی ب ی | ت ع ل ق | ر ک ھ ت ی | ہ ی ں |	108480	FEMALE
100	5913316575841238634.wav	فیر بینکس، الاسکا کے جنوب میں ہزاروں بیرل خام تیل کے بہہ جانے کے بعد 800 میل کے ٹرانس الاسکا پائپ لائن سسٹم کو بند کر دیا گیا۔	فیر بینکس الاسکا کے جنوب میں ہزاروں بیرل خام تیل کے بہہ جانے کے بعد 800 میل کے ٹرانس الاسکا پائپ لائن سسٹم کو بند کر دیا گیا	ف ی ر | ب ی ن ک س | ا ل ا س ک ا | ک ے | ج ن و ب | م ی ں | ہ ز ا ر و ں | ب ی ر ل | خ ا م | ت ی ل | ک ے | ب ہ ہ | ج ا ن ے | ک ے | ب ع د | 8 0 0 | م ی ل | ک ے | ٹ ر ا ن س | ا ل ا س ک ا | پ ا ئ پ | ل ا ئ ن | س س ٹ م | ک و | ب ن د | ک ر | د ی ا | گ ی ا |	156480	FEMALE
898	12989706916337830667.wav	کچھ بوٹوں میں گھنڈیاں یا کیلیں ہوتی ہیں اور پھسلن والے حالات کے لئے جوتے میں پیوست اضافی آلہ بھی ہے جو زیادہ تر جوتوں اور بوٹوں، ایڑی اور ایڑی کے ساتھ سول کے لئے مناسب ہے۔	کچھ بوٹوں میں گھنڈیاں یا کیلیں ہوتی ہیں اور پھسلن والے حالات کے لئے جوتے میں پیوست اضافی آلہ بھی ہے جو زیادہ تر جوتوں اور بوٹوں ایڑی اور ایڑی کے ساتھ سول کے لئے مناسب ہے	ک چ ھ | ب و ٹ و ں | م ی ں | گ ھ ن ڈ ی ا ں | ی ا | ک ی ل ی ں | ہ و ت ی | ہ ی ں | ا و ر | پ ھ س ل ن | و ا ل ے | ح ا ل ا ت | ک ے | ل ئ ے | ج و ت ے | م ی ں | پ ی و س ت | ا ض ا ف ی | آ ل ہ | ب ھ ی | ہ ے | ج و | ز ی ا د ہ | ت ر | ج و ت و ں | ا و ر | ب و ٹ و ں | ا ی ڑ ی | ا و ر | ا ی ڑ ی | ک ے | س ا ت ھ | س و ل | ک ے | ل ئ ے | م ن ا س ب | ہ ے |	288000	MALE
1504	10572347491213575915.wav	ٹیکس عائد کرنے کے لئے کانگریس کے پاس کسی بھی طاقت کا فقدان تھا، اور چونکہ یہاں کوئی قومی مجلس عاملہ یا عدلیہ موجود نہیں تھی، اس لئے اس نے ریاستی حکام پر اعتماد کیا، جو اس کے تمام قوانین کو نافذ کرنے میں اکثر تعاون نہیں کرتے تھے۔	ٹیکس عائد کرنے کے لئے کانگریس کے پاس کسی بھی طاقت کا فقدان تھا اور چونکہ یہاں کوئی قومی مجلس عاملہ یا عدلیہ موجود نہیں تھی اس لئے اس نے ریاستی حکام پر اعتماد کیا جو اس کے تمام قوانین کو نافذ کرنے میں اکثر تعاون نہیں کرتے تھے	ٹ ی ک س | ع ا ئ د | ک ر ن ے | ک ے | ل ئ ے | ک ا ن گ ر ی س | ک ے | پ ا س | ک س ی | ب ھ ی | ط ا ق ت | ک ا | ف ق د ا ن | ت ھ ا | ا و ر | چ و ن ک ہ | ی ہ ا ں | ک و ئ ی | ق و م ی | م ج ل س | ع ا م ل ہ | ی ا | ع د ل ی ہ | م و ج و د | ن ہ ی ں | ت ھ ی | ا س | ل ئ ے | ا س | ن ے | ر ی ا س ت ی | ح ک ا م | پ ر | ا ع ت م ا د | ک ی ا | ج و | ا س | ک ے | ت م ا م | ق و ا ن ی ن | ک و | ن ا ف ذ | ک ر ن ے | م ی ں | ا ک ث ر | ت ع ا و ن | ن ہ ی ں | ک ر ت ے | ت ھ ے |	350400	MALE
1260	1930014856112855242.wav	وہ خاص حروف جن پر دھیان رکھنا چاہئے وہ سی اور جی ہیں حالانکہ ان کا تلّفظ مندرجہ ذیل حروف علت کی بنیاد پر تبدیل ہوتا ہے۔	وہ خاص حروف جن پر دھیان رکھنا چاہئے وہ سی اور جی ہیں حالانکہ ان کا تلّفظ مندرجہ ذیل حروف علت کی بنیاد پر تبدیل ہوتا ہے	و ہ | خ ا ص | ح ر و ف | ج ن | پ ر | د ھ ی ا ن | ر ک ھ ن ا | چ ا ہ ئ ے | و ہ | س ی | ا و ر | ج ی | ہ ی ں | ح ا ل ا ن ک ہ | ا ن | ک ا | ت ل ّ ف ظ | م ن د ر ج ہ | ذ ی ل | ح ر و ف | ع ل ت | ک ی | ب ن ی ا د | پ ر | ت ب د ی ل | ہ و ت ا | ہ ے |	186240	MALE
352	9668049923621851714.wav	سطح کشیدہ ہونے کی وجہ سے اسٹیل کی سوئي پانی کے اوپر تیرتی ہے۔	سطح کشیدہ ہونے کی وجہ سے اسٹیل کی سوئی پانی کے اوپر تیرتی ہے	س ط ح | ک ش ی د ہ | ہ و ن ے | ک ی | و ج ہ | س ے | ا س ٹ ی ل | ک ی | س و ئ ی | پ ا ن ی | ک ے | ا و پ ر | ت ی ر ت ی | ہ ے |	115200	MALE
657	1126695298000926220.wav	اگر آپ سردی کے موسم میں گرین لینڈ کی سیاحت کرنا چاہتے ہیں (تو اس بات کو مدِ نظر رکھتے ہوئے کہ جتنی دور شمال میں جائیں گے اتنی ہی زیادہ سردی ہو گی) لازم ہے کہ آپ کافی تعداد میں گرم کپڑے لے جائیں۔	اگر آپ سردی کے موسم میں گرین لینڈ کی سیاحت کرنا چاہتے ہیں تو اس بات کو مدِ نظر رکھتے ہوئے کہ جتنی دور شمال میں جائیں گے اتنی ہی زیادہ سردی ہو گی لازم ہے کہ آپ کافی تعداد میں گرم کپڑے لے جائیں۔	ا گ ر | آ پ | س ر د ی | ک ے | م و س م | م ی ں | گ ر ی ن | ل ی ن ڈ | ک ی | س ی ا ح ت | ک ر ن ا | چ ا ہ ت ے | ہ ی ں | ت و | ا س | ب ا ت | ک و | م د ِ | ن ظ ر | ر ک ھ ت ے | ہ و ئ ے | ک ہ | ج ت ن ی | د و ر | ش م ا ل | م ی ں | ج ا ئ ی ں | گ ے | ا ت ن ی | ہ ی | ز ی ا د ہ | س ر د ی | ہ و | گ ی | ل ا ز م | ہ ے | ک ہ | آ پ | ک ا ف ی | ت ع د ا د | م ی ں | گ ر م | ک پ ڑ ے | ل ے | ج ا ئ ی ں ۔ |	259200	MALE
367	14341242288048008314.wav	دوران خون کے نظام کا اہم عضو دل ہے، جو خون کو پمپ کرتا ہے۔	دوران خون کے نظام کا اہم عضو دل ہے جو خون کو پمپ کرتا ہے	د و ر ا ن | خ و ن | ک ے | ن ظ ا م | ک ا | ا ہ م | ع ض و | د ل | ہ ے | ج و | خ و ن | ک و | پ م پ | ک ر ت ا | ہ ے |	98880	MALE
90	311874836817954421.wav	تاہم، تفتیش کا علم رکھنے والے ایک ذرائع نے منیاپولس اسٹار ٹریبیون کو بتایا کہ یہ ریڈ لیک ٹرائبل کے چیئرمین فلائیڈ جورڈین کا 16 سالہ بیٹا لوئس جورڈین تھا۔	تاہم تفتیش کا علم رکھنے والے ایک ذرائع نے منیاپولس اسٹار ٹریبیون کو بتایا کہ یہ ریڈ لیک ٹرائبل کے چیئرمین فلائیڈ جورڈین کا 16 سالہ بیٹا لوئس جورڈین تھا	ت ا ہ م | ت ف ت ی ش | ک ا | ع ل م | ر ک ھ ن ے | و ا ل ے | ا ی ک | ذ ر ا ئ ع | ن ے | م ن ی ا پ و ل س | ا س ٹ ا ر | ٹ ر ی ب ی و ن | ک و | ب ت ا ی ا | ک ہ | ی ہ | ر ی ڈ | ل ی ک | ٹ ر ا ئ ب ل | ک ے | چ ی ئ ر م ی ن | ف ل ا ئ ی ڈ | ج و ر ڈ ی ن | ک ا | 1 6 | س ا ل ہ | ب ی ٹ ا | ل و ئ س | ج و ر ڈ ی ن | ت ھ ا |	195840	FEMALE
1091	5988132536511622505.wav	خانقاہوں کی زیارت کرنے کے لئے عورتوں پر لازم ہے کہ وہ گھٹنوں سے نیچے کا اسکرٹ پہنیں اور اپنی شانوں کو بھی ڈھانکے رہیں۔	خانقاہوں کی زیارت کرنے کے لئے عورتوں پر لازم ہے کہ وہ گھٹنوں سے نیچے کا اسکرٹ پہنیں اور اپنی شانوں کو بھی ڈھانکے رہیں	خ ا ن ق ا ہ و ں | ک ی | ز ی ا ر ت | ک ر ن ے | ک ے | ل ئ ے | ع و ر ت و ں | پ ر | ل ا ز م | ہ ے | ک ہ | و ہ | گ ھ ٹ ن و ں | س ے | ن ی چ ے | ک ا | ا س ک ر ٹ | پ ہ ن ی ں | ا و ر | ا پ ن ی | ش ا ن و ں | ک و | ب ھ ی | ڈ ھ ا ن ک ے | ر ہ ی ں |	135360	FEMALE
1325	11844662743372016910.wav	ہم اس عمل کو تخصیص کہتے ہیں، جس کا مطلب صرف نئی پرجاتیوں کی تشکیل ہے۔ تخصیص ایک ناگزیر نتیجہ اور ارتقا کا ایک بہت اہم حصہ ہے۔	ہم اس عمل کو تخصیص کہتے ہیں جس کا مطلب صرف نئی پرجاتیوں کی تشکیل ہے تخصیص ایک ناگزیر نتیجہ اور ارتقا کا ایک بہت اہم حصہ ہے	ہ م | ا س | ع م ل | ک و | ت خ ص ی ص | ک ہ ت ے | ہ ی ں | ج س | ک ا | م ط ل ب | ص ر ف | ن ئ ی | پ ر ج ا ت ی و ں | ک ی | ت ش ک ی ل | ہ ے | ت خ ص ی ص | ا ی ک | ن ا گ ز ی ر | ن ت ی ج ہ | ا و ر | ا ر ت ق ا | ک ا | ا ی ک | ب ہ ت | ا ہ م | ح ص ہ | ہ ے |	173760	FEMALE
260	5971897186091425500.wav	ٹیوب کے داخلی راستوں کو بلاک کرنے کیلئے بھرے ہوئے ٹرکوں کا استعمال کیا گیا تھا اور موٹر سواروں کو لمبا راستہ اختیار کرتے ہوئے جانے کی ہدایت دینے کیلئے 80 پولیس اہلکاروں کی مدد لی گئی تھی۔	ٹیوب کے داخلی راستوں کو بلاک کرنے کیلئے بھرے ہوئے ٹرکوں کا استعمال کیا گیا تھا اور موٹر سواروں کو لمبا راستہ اختیار کرتے ہوئے جانے کی ہدایت دینے کیلئے 80 پولیس اہلکاروں کی مدد لی گئی تھی	ٹ ی و ب | ک ے | د ا خ ل ی | ر ا س ت و ں | ک و | ب ل ا ک | ک ر ن ے | ک ی ل ئ ے | ب ھ ر ے | ہ و ئ ے | ٹ ر ک و ں | ک ا | ا س ت ع م ا ل | ک ی ا | گ ی ا | ت ھ ا | ا و ر | م و ٹ ر | س و ا ر و ں | ک و | ل م ب ا | ر ا س ت ہ | ا خ ت ی ا ر | ک ر ت ے | ہ و ئ ے | ج ا ن ے | ک ی | ہ د ا ی ت | د ی ن ے | ک ی ل ئ ے | 8 0 | پ و ل ی س | ا ہ ل ک ا ر و ں | ک ی | م د د | ل ی | گ ئ ی | ت ھ ی |	212160	FEMALE
