1246	15844514211231253015.wav	في أواخر عام 2015، أنشأت "توجي نت" راديو "أسترو نت " كمحطة إذاعية تابعة.	في أواخر عام 2015، أنشأت توجي نت راديو أسترو نت  كمحطة إذاعية تابعة	ف ي | أ و ا خ ر | ع ا م | 2 0 1 5 ، | أ ن ش أ ت | ت و ج ي | ن ت | ر ا د ي و | أ س ت ر و | ن ت | ك م ح ط ة | إ ذ ا ع ي ة | ت ا ب ع ة |	135360	MALE
189	9884422894039485528.wav	في مساء التاسع من آب، كان إعصار موراكوت على بعد سبعين كيلو متراً تقريباً من مقاطعة فوجيان الصينية.	في مساء التاسع من آب كان إعصار موراكوت على بعد سبعين كيلو متراً تقريباً من مقاطعة فوجيان الصينية	ف ي | م س ا ء | ا ل ت ا س ع | م ن | آ ب | ك ا ن | إ ع ص ا ر | م و ر ا ك و ت | ع ل ى | ب ع د | س ب ع ي ن | ك ي ل و | م ت ر ا ً | ت ق ر ي ب ا ً | م ن | م ق ا ط ع ة | ف و ج ي ا ن | ا ل ص ي ن ي ة |	128640	FEMALE
1336	13135001303664534756.wav	أكد هاميلتون أن مستشفى جامعة هوارد استقبل المريض في حالة مستقرة.	أكد هاميلتون أن مستشفى جامعة هوارد استقبل المريض في حالة مستقرة	أ ك د | ه ا م ي ل ت و ن | أ ن | م س ت ش ف ى | ج ا م ع ة | ه و ا ر د | ا س ت ق ب ل | ا ل م ر ي ض | ف ي | ح ا ل ة | م س ت ق ر ة |	97920	FEMALE
259	1395766708035650337.wav	في حين أن السلطات غير متأكدة من مصداقية التهديد، قامت هيئة النقل بولاية ماريلاند بالإغلاق بطلب من مكتب التحقيقات الفيدرالي.	في حين أن السلطات غير متأكدة من مصداقية التهديد قامت هيئة النقل بولاية ماريلاند بالإغلاق بطلب من مكتب التحقيقات الفيدرالي	ف ي | ح ي ن | أ ن | ا ل س ل ط ا ت | غ ي ر | م ت أ ك د ة | م ن | م ص د ا ق ي ة | ا ل ت ه د ي د | ق ا م ت | ه ي ئ ة | ا ل ن ق ل | ب و ل ا ي ة | م ا ر ي ل ا ن د | ب ا ل إ غ ل ا ق | ب ط ل ب | م ن | م ك ت ب | ا ل ت ح ق ي ق ا ت | ا ل ف ي د ر ا ل ي |	164160	MALE
1200	3796430681653003709.wav	في عام 1624، أنشأت شركة الهند الشرقية الهولندية قاعدة في جنوب غرب تايوان وبدأت في تغيير ممارسات إنتاج الحبوب الأصلية وتوظيف العمال الصينيين للعمل في مزارع الأرز والسكر.	في عام 1624 أنشأت شركة الهند الشرقية الهولندية قاعدة في جنوب غرب تايوان وبدأت في تغيير ممارسات إنتاج الحبوب الأصلية وتوظيف العمال الصينيين للعمل في مزارع الأرز والسكر	ف ي | ع ا م | 1 6 2 4 | أ ن ش أ ت | ش ر ك ة | ا ل ه ن د | ا ل ش ر ق ي ة | ا ل ه و ل ن د ي ة | ق ا ع د ة | ف ي | ج ن و ب | غ ر ب | ت ا ي و ا ن | و ب د أ ت | ف ي | ت غ ي ي ر | م م ا ر س ا ت | إ ن ت ا ج | ا ل ح ب و ب | ا ل أ ص ل ي ة | و ت و ظ ي ف | ا ل ع م ا ل | ا ل ص ي ن ي ي ن | ل ل ع م ل | ف ي | م ز ا ر ع | ا ل أ ر ز | و ا ل س ك ر |	212160	MALE
1214	2874322391127036823.wav	ولكن لا يُعتقد بأنهم قد تسبّبوا في أي ضرر للمكّوك.	ولكن لا يُعتقد بأنهم قد تسبّبوا في أي ضرر للمكّوك	و ل ك ن | ل ا | ي ُ ع ت ق د | ب أ ن ه م | ق د | ت س ب ّ ب و ا | ف ي | أ ي | ض ر ر | ل ل م ك ّ و ك |	70080	MALE
1347	17448379879897549873.wav	مثل دحرجة عربة ثقيلة أعلى تل. تنشق النواة مرة أخرى وينطلق جزء من تلك الطاقة.	مثل دحرجة عربة ثقيلة أعلى تل تنشق النواة مرة أخرى وينطلق جزء من تلك الطاقة	م ث ل | د ح ر ج ة | ع ر ب ة | ث ق ي ل ة | أ ع ل ى | ت ل | ت ن ش ق | ا ل ن و ا ة | م ر ة | أ خ ر ى | و ي ن ط ل ق | ج ز ء | م ن | ت ل ك | ا ل ط ا ق ة |	142080	FEMALE
109	17487918693508442124.wav	ستبدو الكبسولة مثل شهاب يمر عبر السماء.	ستبدو الكبسولة مثل شهاب يمر عبر السماء	س ت ب د و | ا ل ك ب س و ل ة | م ث ل | ش ه ا ب | ي م ر | ع ب ر | ا ل س م ا ء |	91200	FEMALE
809	156414502435517596.wav	مع ذلك، هناك عدة طرق مختلفة حول العالم لشرب القهوة والتي تستحق التجريب.	مع ذلك هناك عدة طرق مختلفة حول العالم لشرب القهوة والتي تستحق التجريب	م ع | ذ ل ك | ه ن ا ك | ع د ة | ط ر ق | م خ ت ل ف ة | ح و ل | ا ل ع ا ل م | ل ش ر ب | ا ل ق ه و ة | و ا ل ت ي | ت س ت ح ق | ا ل ت ج ر ي ب |	104640	FEMALE
278	12680500108233596980.wav	فاز حاكم ولاية ماساتشوستس السابق ميت رومني في الانتخابات التمهيدية الرئاسية للحزب الجمهوري في فلوريدا يوم الثلاثاء بأكثر من 46 في المائة من الأصوات.	فاز حاكم ولاية ماساتشوستس السابق ميت رومني في الانتخابات التمهيدية الرئاسية للحزب الجمهوري في فلوريدا يوم الثلاثاء بأكثر من 46 في المائة من الأصوات	ف ا ز | ح ا ك م | و ل ا ي ة | م ا س ا ت ش و س ت س | ا ل س ا ب ق | م ي ت | ر و م ن ي | ف ي | ا ل ا ن ت خ ا ب ا ت | ا ل ت م ه ي د ي ة | ا ل ر ئ ا س ي ة | ل ل ح ز ب | ا ل ج م ه و ر ي | ف ي | ف ل و ر ي د ا | ي و م | ا ل ث ل ا ث ا ء | ب أ ك ث ر | م ن | 4 6 | ف ي | ا ل م ا ئ ة | م ن | ا ل أ ص و ا ت |	241920	FEMALE
7	13931569823357259473.wav	منذ الانتقال إلى العاصمة الكتالونية، لعب فيدال 49 مباراة للنادي.	منذ الانتقال إلى العاصمة الكتالونية لعب فيدال 49 مباراة للنادي	م ن ذ | ا ل ا ن ت ق ا ل | إ ل ى | ا ل ع ا ص م ة | ا ل ك ت ا ل و ن ي ة | ل ع ب | ف ي د ا ل | 4 9 | م ب ا ر ا ة | ل ل ن ا د ي |	105600	MALE
50	8832872107837166093.wav	واجهت الشرطة النيوزيلندية مشكلةً في استخدام جهاز الرادار لمعرفة السرعة التي كان يسير بها السيد/ "ريد"، وذلك بسبب درجة انخفاض "البلاك بيوتي". وكانت المرة الوحيدة التي تمكنت فيها الشرطة من ضبط السيد/ "ريد" عندما قلل السرعة إلى 160 كيلومتر في ساعة.	واجهت الشرطة النيوزيلندية مشكلةً في استخدام جهاز الرادار لمعرفة السرعة التي كان يسير بها السيد/ ريد"، وذلك بسبب درجة انخفاض البلاك بيوتي". وكانت المرة الوحيدة التي تمكنت فيها الشرطة من ضبط السيد/ ريد عندما قلل السرعة إلى 160 كيلومتر في ساعة	و ا ج ه ت | ا ل ش ر ط ة | ا ل ن ي و ز ي ل ن د ي ة | م ش ك ل ة ً | ف ي | ا س ت خ د ا م | ج ه ا ز | ا ل ر ا د ا ر | ل م ع ر ف ة | ا ل س ر ع ة | ا ل ت ي | ك ا ن | ي س ي ر | ب ه ا | ا ل س ي د / | ر ي د " ، | و ذ ل ك | ب س ب ب | د ر ج ة | ا ن خ ف ا ض | ا ل ب ل ا ك | ب ي و ت ي " . | و ك ا ن ت | ا ل م ر ة | ا ل و ح ي د ة | ا ل ت ي | ت م ك ن ت | ف ي ه ا | ا ل ش ر ط ة | م ن | ض ب ط | ا ل س ي د / | ر ي د | ع ن د م ا | ق ل ل | ا ل س ر ع ة | إ ل ى | 1 6 0 | ك ي ل و م ت ر | ف ي | س ا ع ة |	423360	FEMALE
1168	6396206628852577907.wav	لا ينبغي لأي طفل أبداً أن ينمو في بيئة لا تقوم على التنشئة والرعاية والتعليم، ولكنهم يفعلون ذلك.	لا ينبغي لأي طفل أبداً أن ينمو في بيئة لا تقوم على التنشئة والرعاية والتعليم ولكنهم يفعلون ذلك	ل ا | ي ن ب غ ي | ل أ ي | ط ف ل | أ ب د ا ً | أ ن | ي ن م و | ف ي | ب ي ئ ة | ل ا | ت ق و م | ع ل ى | ا ل ت ن ش ئ ة | و ا ل ر ع ا ي ة | و ا ل ت ع ل ي م | و ل ك ن ه م | ي ف ع ل و ن | ذ ل ك |	155520	FEMALE
266	5801166938724707618.wav	أفاد تشياو وشاريبوف بأنهما على بعد مسافةٍ آمنةٍ من دافعات تعديل الوضعية.	أفاد تشياو وشاريبوف بأنهما على بعد مسافةٍ آمنةٍ من دافعات تعديل الوضعية	أ ف ا د | ت ش ي ا و | و ش ا ر ي ب و ف | ب أ ن ه م ا | ع ل ى | ب ع د | م س ا ف ة ٍ | آ م ن ة ٍ | م ن | د ا ف ع ا ت | ت ع د ي ل | ا ل و ض ع ي ة |	151680	FEMALE
1283	3671478628714627525.wav	هذا يوفر لنا الكثير من المعلومات والمواد لبناء نماذج المحاكاة التي تساعدنا على فهم العمليات في أذهاننا.	هذا يوفر لنا الكثير من المعلومات والمواد لبناء نماذج المحاكاة التي تساعدنا على فهم العمليات في أذهاننا	ه ذ ا | ي و ف ر | ل ن ا | ا ل ك ث ي ر | م ن | ا ل م ع ل و م ا ت | و ا ل م و ا د | ل ب ن ا ء | ن م ا ذ ج | ا ل م ح ا ك ا ة | ا ل ت ي | ت س ا ع د ن ا | ع ل ى | ف ه م | ا ل ع م ل ي ا ت | ف ي | أ ذ ه ا ن ن ا |	161280	FEMALE
1161	16203455189556440609.wav	إذا سقط الخيّال من فوق الحصان لكن بقيت قدمه عالقة في الطوق، قد يتم جره إذا ركض الحصان بعيداً. هناك عدد من الاحتياطات التي يمكن اتخاذها للحد من ذلك الخطر.	إذا سقط الخيّال من فوق الحصان لكن بقيت قدمه عالقة في الطوق قد يتم جره إذا ركض الحصان بعيداً هناك عدد من الاحتياطات التي يمكن اتخاذها للحد من ذلك الخطر	إ ذ ا | س ق ط | ا ل خ ي ّ ا ل | م ن | ف و ق | ا ل ح ص ا ن | ل ك ن | ب ق ي ت | ق د م ه | ع ا ل ق ة | ف ي | ا ل ط و ق | ق د | ي ت م | ج ر ه | إ ذ ا | ر ك ض | ا ل ح ص ا ن | ب ع ي د ا ً | ه ن ا ك | ع د د | م ن | ا ل ا ح ت ي ا ط ا ت | ا ل ت ي | ي م ك ن | ا ت خ ا ذ ه ا | ل ل ح د | م ن | ذ ل ك | ا ل خ ط ر |	263040	FEMALE
400	17940543472937203758.wav	لذلك، كان عليهم التخلّص من القواعد والسفن البريطانيّة في مصر. بخلاف ذلك، لم يكن على السفن الحربيّة الإيطالية عمل أي شيء آخر.	لذلك كان عليهم التخلّص من القواعد والسفن البريطانيّة في مصر بخلاف ذلك لم يكن على السفن الحربيّة الإيطالية عمل أي شيء آخر	ل ذ ل ك | ك ا ن | ع ل ي ه م | ا ل ت خ ل ّ ص | م ن | ا ل ق و ا ع د | و ا ل س ف ن | ا ل ب ر ي ط ا ن ي ّ ة | ف ي | م ص ر | ب خ ل ا ف | ذ ل ك | ل م | ي ك ن | ع ل ى | ا ل س ف ن | ا ل ح ر ب ي ّ ة | ا ل إ ي ط ا ل ي ة | ع م ل | أ ي | ش ي ء | آ خ ر |	209280	MALE
1065	12234124278473697031.wav	بالنسبة للأستراليين، تعد فكرة قهوة "فلات وايت" غريبة. القهوة الصغيرة السوداء هي "الإسبرسو"، أمّا الكابتشينو فتعلوه طبقة من القشدة (وليس الرغوة)، ويتم تقديم الشاي من دون حليب.	بالنسبة للأستراليين، تعد فكرة قهوة فلات وايت غريبة. القهوة الصغيرة السوداء هي الإسبرسو"، أمّا الكابتشينو فتعلوه طبقة من القشدة وليس الرغوة، ويتم تقديم الشاي من دون حليب	ب ا ل ن س ب ة | ل ل أ س ت ر ا ل ي ي ن ، | ت ع د | ف ك ر ة | ق ه و ة | ف ل ا ت | و ا ي ت | غ ر ي ب ة . | ا ل ق ه و ة | ا ل ص غ ي ر ة | ا ل س و د ا ء | ه ي | ا ل إ س ب ر س و " ، | أ م ّ ا | ا ل ك ا ب ت ش ي ن و | ف ت ع ل و ه | ط ب ق ة | م ن | ا ل ق ش د ة | و ل ي س | ا ل ر غ و ة ، | و ي ت م | ت ق د ي م | ا ل ش ا ي | م ن | د و ن | ح ل ي ب |	264960	FEMALE
225	6240752684875935406.wav	أخبر القاضي بليك بأنه كان "حتميّاً تقريباً" أن يذهب إلى السجن.	أخبر القاضي بليك بأنه كان حتميّاً تقريباً أن يذهب إلى السجن	أ خ ب ر | ا ل ق ا ض ي | ب ل ي ك | ب أ ن ه | ك ا ن | ح ت م ي ّ ا ً | ت ق ر ي ب ا ً | أ ن | ي ذ ه ب | إ ل ى | ا ل س ج ن |	98880	FEMALE
841	15672182827293810163.wav	مع ذلك، فكل الكازينوهات المذكورة في اللائحة أعلاه تقريباً تقدم مشروبات، ومعظمها يجلب ترفيهاً يحمل علامات تجارية (وبالأساس تلك الكبيرة منها والتي تحيط بألباكركي وسانتا فيه مباشرةً).	مع ذلك، فكل الكازينوهات المذكورة في اللائحة أعلاه تقريباً تقدم مشروبات، ومعظمها يجلب ترفيهاً يحمل علامات تجارية وبالأساس تلك الكبيرة منها والتي تحيط بألباكركي وسانتا فيه مباشرةً	م ع | ذ ل ك ، | ف ك ل | ا ل ك ا ز ي ن و ه ا ت | ا ل م ذ ك و ر ة | ف ي | ا ل ل ا ئ ح ة | أ ع ل ا ه | ت ق ر ي ب ا ً | ت ق د م | م ش ر و ب ا ت ، | و م ع ظ م ه ا | ي ج ل ب | ت ر ف ي ه ا ً | ي ح م ل | ع ل ا م ا ت | ت ج ا ر ي ة | و ب ا ل أ س ا س | ت ل ك | ا ل ك ب ي ر ة | م ن ه ا | و ا ل ت ي | ت ح ي ط | ب أ ل ب ا ك ر ك ي | و س ا ن ت ا | ف ي ه | م ب ا ش ر ة ً |	324480	MALE
58	4438534781887739852.wav	وبحسب ما ذكرته وكالة "أنسا"، فإن الشّرطة خشيت من وقوع عمليّتي اغتيال على مستويات رفيعة، ممّا قد يشعل حرباً على الخلافة.	وبحسب ما ذكرته وكالة أنسا فإن الشّرطة خشيت من وقوع عمليّتي اغتيال على مستويات رفيعة ممّا قد يشعل حرباً على الخلافة	و ب ح س ب | م ا | ذ ك ر ت ه | و ك ا ل ة | أ ن س ا | ف إ ن | ا ل ش ّ ر ط ة | خ ش ي ت | م ن | و ق و ع | ع م ل ي ّ ت ي | ا غ ت ي ا ل | ع ل ى | م س ت و ي ا ت | ر ف ي ع ة | م م ّ ا | ق د | ي ش ع ل | ح ر ب ا ً | ع ل ى | ا ل خ ل ا ف ة |	164160	MALE
363	4531745811770259258.wav	بعد مرور مئات الساعات من العمل، يحترق الفتيل الموجود في المصباح في نهاية المطاف، ولا يعمل المصباح الكهربائي بعد ذلك.	بعد مرور مئات الساعات من العمل يحترق الفتيل الموجود في المصباح في نهاية المطاف ولا يعمل المصباح الكهربائي بعد ذلك	ب ع د | م ر و ر | م ئ ا ت | ا ل س ا ع ا ت | م ن | ا ل ع م ل | ي ح ت ر ق | ا ل ف ت ي ل | ا ل م و ج و د | ف ي | ا ل م ص ب ا ح | ف ي | ن ه ا ي ة | ا ل م ط ا ف | و ل ا | ي ع م ل | ا ل م ص ب ا ح | ا ل ك ه ر ب ا ئ ي | ب ع د | ذ ل ك |	142080	FEMALE
367	4636030687151628733.wav	العضو الرئيسي للجهاز الدوري هو القلب الذي يضخ الدم.	العضو الرئيسي للجهاز الدوري هو القلب الذي يضخ الدم	ا ل ع ض و | ا ل ر ئ ي س ي | ل ل ج ه ا ز | ا ل د و ر ي | ه و | ا ل ق ل ب | ا ل ذ ي | ي ض خ | ا ل د م |	88320	MALE
567	2646697961259603701.wav	تقوم الرؤية أو القدرة على الإبصار على أعضاء الحس في جهاز الرؤية أو العينين.	تقوم الرؤية أو القدرة على الإبصار على أعضاء الحس في جهاز الرؤية أو العينين	ت ق و م | ا ل ر ؤ ي ة | أ و | ا ل ق د ر ة | ع ل ى | ا ل إ ب ص ا ر | ع ل ى | أ ع ض ا ء | ا ل ح س | ف ي | ج ه ا ز | ا ل ر ؤ ي ة | أ و | ا ل ع ي ن ي ن |	119040	FEMALE
