1408	14937804473151608532.wav	Δημιούργησε περισσότερα από 1.000 γραμματόσημα για τη Σουηδία, καθώς και για άλλες 28 χώρες.	δημιούργησε περισσότερα από 1.000 γραμματόσημα για τη σουηδία καθώς και για άλλες 28 χώρες	δ η μ ι ο ύ ρ γ η σ ε | π ε ρ ι σ σ ό τ ε ρ α | α π ό | 1 . 0 0 0 | γ ρ α μ μ α τ ό σ η μ α | γ ι α | τ η | σ ο υ η δ ί α | κ α θ ώ ς | κ α ι | γ ι α | ά λ λ ε ς | 2 8 | χ ώ ρ ε ς |	121920	MALE
385	5615321341649585849.wav	Έπειτα από τα αρχικά στρατιωτικά κωλύματα, ο Έθελρεντ κατάφερε να επιτύχει συμφωνία με τον Όλαφ, ο οποίος γύρισε πίσω στη Νορβηγία για να επιχειρήσει να κερδίσει το βασίλειό του, αποστολή που στέφθηκε με σχετική επιτυχία.	έπειτα από τα αρχικά στρατιωτικά κωλύματα ο έθελρεντ κατάφερε να επιτύχει συμφωνία με τον όλαφ ο οποίος γύρισε πίσω στη νορβηγία για να επιχειρήσει να κερδίσει το βασίλειό του αποστολή που στέφθηκε με σχετική επιτυχία	έ π ε ι τ α | α π ό | τ α | α ρ χ ι κ ά | σ τ ρ α τ ι ω τ ι κ ά | κ ω λ ύ μ α τ α | ο | έ θ ε λ ρ ε ν τ | κ α τ ά φ ε ρ ε | ν α | ε π ι τ ύ χ ε ι | σ υ μ φ ω ν ί α | μ ε | τ ο ν | ό λ α φ | ο | ο π ο ί ο ς | γ ύ ρ ι σ ε | π ί σ ω | σ τ η | ν ο ρ β η γ ί α | γ ι α | ν α | ε π ι χ ε ι ρ ή σ ε ι | ν α | κ ε ρ δ ί σ ε ι | τ ο | β α σ ί λ ε ι ό | τ ο υ | α π ο σ τ ο λ ή | π ο υ | σ τ έ φ θ η κ ε | μ ε | σ χ ε τ ι κ ή | ε π ι τ υ χ ί α |	277440	FEMALE
999	5080538780350302964.wav	Ωστόσο, παρά την ανακάλυψή του, οι Εσκιμώοι διαβίωναν ήδη εκεί αυτή την εποχή.	ωστόσο παρά την ανακάλυψή του οι εσκιμώοι διαβίωναν ήδη εκεί αυτή την εποχή	ω σ τ ό σ ο | π α ρ ά | τ η ν | α ν α κ ά λ υ ψ ή | τ ο υ | ο ι | ε σ κ ι μ ώ ο ι | δ ι α β ί ω ν α ν | ή δ η | ε κ ε ί | α υ τ ή | τ η ν | ε π ο χ ή |	125760	MALE
220	16183985270598798605.wav	Ο Amir Khan, ασημένιος ολυμπιονίκης του 2004, δήλωσε «Βαθιά μέσα μου πιστεύω ότι οι γυναίκες δεν θα έπρεπε να μάχονται. Αυτή είναι η άποψή μου».	ο amir khan ασημένιος ολυμπιονίκης του 2004 δήλωσε «βαθιά μέσα μου πιστεύω ότι οι γυναίκες δεν θα έπρεπε να μάχονται. αυτή είναι η άποψή μου»	ο | a m i r | k h a n | α σ η μ έ ν ι ο ς | ο λ υ μ π ι ο ν ί κ η ς | τ ο υ | 2 0 0 4 | δ ή λ ω σ ε | « β α θ ι ά | μ έ σ α | μ ο υ | π ι σ τ ε ύ ω | ό τ ι | ο ι | γ υ ν α ί κ ε ς | δ ε ν | θ α | έ π ρ ε π ε | ν α | μ ά χ ο ν τ α ι . | α υ τ ή | ε ί ν α ι | η | ά π ο ψ ή | μ ο υ » |	136320	MALE
365	5245008191808367732.wav	Αρχικά, ο διακόπτης του φωτιστικού πρέπει να είναι κλειστός ή το καλώδιο να είναι αποσυνδεδεμένο.	αρχικά ο διακόπτης του φωτιστικού πρέπει να είναι κλειστός ή το καλώδιο να είναι αποσυνδεδεμένο	α ρ χ ι κ ά | ο | δ ι α κ ό π τ η ς | τ ο υ | φ ω τ ι σ τ ι κ ο ύ | π ρ έ π ε ι | ν α | ε ί ν α ι | κ λ ε ι σ τ ό ς | ή | τ ο | κ α λ ώ δ ι ο | ν α | ε ί ν α ι | α π ο σ υ ν δ ε δ ε μ έ ν ο |	110400	FEMALE
694	13456191047425857736.wav	Πρωτεύουσα και μεγαλύτερη πόλη του Ισραήλ είναι η Ιερουσαλήμ, παρόλο που οι άλλες χώρες στην πλειονότητά τους, καθώς και τα Ηνωμένα Έθνη, δεν την αναγνωρίζουν ως πρωτεύουσα της χώρας.	πρωτεύουσα και μεγαλύτερη πόλη του ισραήλ είναι η ιερουσαλήμ παρόλο που οι άλλες χώρες στην πλειονότητά τους καθώς και τα ηνωμένα έθνη δεν την αναγνωρίζουν ως πρωτεύουσα της χώρας	π ρ ω τ ε ύ ο υ σ α | κ α ι | μ ε γ α λ ύ τ ε ρ η | π ό λ η | τ ο υ | ι σ ρ α ή λ | ε ί ν α ι | η | ι ε ρ ο υ σ α λ ή μ | π α ρ ό λ ο | π ο υ | ο ι | ά λ λ ε ς | χ ώ ρ ε ς | σ τ η ν | π λ ε ι ο ν ό τ η τ ά | τ ο υ ς | κ α θ ώ ς | κ α ι | τ α | η ν ω μ έ ν α | έ θ ν η | δ ε ν | τ η ν | α ν α γ ν ω ρ ί ζ ο υ ν | ω ς | π ρ ω τ ε ύ ο υ σ α | τ η ς | χ ώ ρ α ς |	228800	FEMALE
1487	4332290464481148626.wav	Νωρίτερα αυτήν την εβδομάδα, μια συντριβή ελικόπτερου της αστυνομίας στοίχισε τη ζωή τριών ανθρώπων και τραυμάτισε άλλους τρεις.	νωρίτερα αυτήν την εβδομάδα μια συντριβή ελικόπτερου της αστυνομίας στοίχισε τη ζωή τριών ανθρώπων και τραυμάτισε άλλους τρεις	ν ω ρ ί τ ε ρ α | α υ τ ή ν | τ η ν | ε β δ ο μ ά δ α | μ ι α | σ υ ν τ ρ ι β ή | ε λ ι κ ό π τ ε ρ ο υ | τ η ς | α σ τ υ ν ο μ ί α ς | σ τ ο ί χ ι σ ε | τ η | ζ ω ή | τ ρ ι ώ ν | α ν θ ρ ώ π ω ν | κ α ι | τ ρ α υ μ ά τ ι σ ε | ά λ λ ο υ ς | τ ρ ε ι ς |	138240	MALE
1006	14579055145852024403.wav	Σε κάθε ναό υπάρχει μια ανοιχτή αυλή και στη συνέχεια ένα εσωτερικό ιερό στο οποίο έχουν πρόσβαση μόνο οι ιερείς.	σε κάθε ναό υπάρχει μια ανοιχτή αυλή και στη συνέχεια ένα εσωτερικό ιερό στο οποίο έχουν πρόσβαση μόνο οι ιερείς	σ ε | κ ά θ ε | ν α ό | υ π ά ρ χ ε ι | μ ι α | α ν ο ι χ τ ή | α υ λ ή | κ α ι | σ τ η | σ υ ν έ χ ε ι α | έ ν α | ε σ ω τ ε ρ ι κ ό | ι ε ρ ό | σ τ ο | ο π ο ί ο | έ χ ο υ ν | π ρ ό σ β α σ η | μ ό ν ο | ο ι | ι ε ρ ε ί ς |	133440	FEMALE
371	15167607886549810694.wav	Τα φυτά αυτά έχουν την όψη ενός μικρού φοίνικα που έχειμια κορυφή από αιχμηρά, μυτερά φύλλα.	τα φυτά αυτά έχουν την όψη ενός μικρού φοίνικα που έχειμια κορυφή από αιχμηρά μυτερά φύλλα	τ α | φ υ τ ά | α υ τ ά | έ χ ο υ ν | τ η ν | ό ψ η | ε ν ό ς | μ ι κ ρ ο ύ | φ ο ί ν ι κ α | π ο υ | έ χ ε ι μ ι α | κ ο ρ υ φ ή | α π ό | α ι χ μ η ρ ά | μ υ τ ε ρ ά | φ ύ λ λ α |	109440	MALE
730	1967482803271518465.wav	Το νησί Μπόουεν είναι ένας περιζήτητος προορισμός για καθημερινή εκδρομή ή για μια απόδραση το Σαββατοκύριακο καθώς διαθέτει καγιάκ, πεζοπορία, μαγαζιά, εστιατόρια και άλλα.	το νησί μπόουεν είναι ένας περιζήτητος προορισμός για καθημερινή εκδρομή ή για μια απόδραση το σαββατοκύριακο καθώς διαθέτει καγιάκ πεζοπορία μαγαζιά εστιατόρια και άλλα	τ ο | ν η σ ί | μ π ό ο υ ε ν | ε ί ν α ι | έ ν α ς | π ε ρ ι ζ ή τ η τ ο ς | π ρ ο ο ρ ι σ μ ό ς | γ ι α | κ α θ η μ ε ρ ι ν ή | ε κ δ ρ ο μ ή | ή | γ ι α | μ ι α | α π ό δ ρ α σ η | τ ο | σ α β β α τ ο κ ύ ρ ι α κ ο | κ α θ ώ ς | δ ι α θ έ τ ε ι | κ α γ ι ά κ | π ε ζ ο π ο ρ ί α | μ α γ α ζ ι ά | ε σ τ ι α τ ό ρ ι α | κ α ι | ά λ λ α |	199360	FEMALE
946	6884397841313790717.wav	Οι Βίκινγκς χρησιμοποιούσαν τις ρωσικές πλωτές οδούς για να φτάσουν στον Εύξεινο Πόντο και στην Κασπία Θάλασσα. Τμήματα αυτών των οδών μπορούν ακόμη να χρησιμοποιηθούν. Ελέγξτε αν τυχόν απαιτούνται ειδικές άδειες, οι οποίες ενδέχεται να είναι δύσκολο να δοθούν.	οι βίκινγκς χρησιμοποιούσαν τις ρωσικές πλωτές οδούς για να φτάσουν στον εύξεινο πόντο και στην κασπία θάλασσα τμήματα αυτών των οδών μπορούν ακόμη να χρησιμοποιηθούν ελέγξτε αν τυχόν απαιτούνται ειδικές άδειες οι οποίες ενδέχεται να είναι δύσκολο να δοθούν	ο ι | β ί κ ι ν γ κ ς | χ ρ η σ ι μ ο π ο ι ο ύ σ α ν | τ ι ς | ρ ω σ ι κ έ ς | π λ ω τ έ ς | ο δ ο ύ ς | γ ι α | ν α | φ τ ά σ ο υ ν | σ τ ο ν | ε ύ ξ ε ι ν ο | π ό ν τ ο | κ α ι | σ τ η ν | κ α σ π ί α | θ ά λ α σ σ α | τ μ ή μ α τ α | α υ τ ώ ν | τ ω ν | ο δ ώ ν | μ π ο ρ ο ύ ν | α κ ό μ η | ν α | χ ρ η σ ι μ ο π ο ι η θ ο ύ ν | ε λ έ γ ξ τ ε | α ν | τ υ χ ό ν | α π α ι τ ο ύ ν τ α ι | ε ι δ ι κ έ ς | ά δ ε ι ε ς | ο ι | ο π ο ί ε ς | ε ν δ έ χ ε τ α ι | ν α | ε ί ν α ι | δ ύ σ κ ο λ ο | ν α | δ ο θ ο ύ ν |	212160	FEMALE
298	17732442366135831141.wav	Η προτεινόμενη τροπολογία εγκρίθηκε ήδη και από τα δύο σώματα το 2011.	η προτεινόμενη τροπολογία εγκρίθηκε ήδη και από τα δύο σώματα το 2011	η | π ρ ο τ ε ι ν ό μ ε ν η | τ ρ ο π ο λ ο γ ί α | ε γ κ ρ ί θ η κ ε | ή δ η | κ α ι | α π ό | τ α | δ ύ ο | σ ώ μ α τ α | τ ο | 2 0 1 1 |	123840	FEMALE
1228	11159515275922312570.wav	Ήταν ο τελικός αγώνας για τους Ολ Μπλακς, οι οποίοι είχαν ήδη κερδίσει το τρόπαιο δύο εβδομάδες νωρίτερα.	ήταν ο τελικός αγώνας για τους ολ μπλακς οι οποίοι είχαν ήδη κερδίσει το τρόπαιο δύο εβδομάδες νωρίτερα	ή τ α ν | ο | τ ε λ ι κ ό ς | α γ ώ ν α ς | γ ι α | τ ο υ ς | ο λ | μ π λ α κ ς | ο ι | ο π ο ί ο ι | ε ί χ α ν | ή δ η | κ ε ρ δ ί σ ε ι | τ ο | τ ρ ό π α ι ο | δ ύ ο | ε β δ ο μ ά δ ε ς | ν ω ρ ί τ ε ρ α |	163200	MALE
1176	8788823544231393493.wav	Οι υποκουλτούρες ενώνουν άτομα με ίδιες απόψεις, τα οποία νιώθουν περιθωριοποιημένα από τα κοινωνικά πρότυπα, δίνοντάς τους τη δυνατότητα να αναπτύξουν μια αίσθηση ταυτότητας.	οι υποκουλτούρες ενώνουν άτομα με ίδιες απόψεις τα οποία νιώθουν περιθωριοποιημένα από τα κοινωνικά πρότυπα δίνοντάς τους τη δυνατότητα να αναπτύξουν μια αίσθηση ταυτότητας	ο ι | υ π ο κ ο υ λ τ ο ύ ρ ε ς | ε ν ώ ν ο υ ν | ά τ ο μ α | μ ε | ί δ ι ε ς | α π ό ψ ε ι ς | τ α | ο π ο ί α | ν ι ώ θ ο υ ν | π ε ρ ι θ ω ρ ι ο π ο ι η μ έ ν α | α π ό | τ α | κ ο ι ν ω ν ι κ ά | π ρ ό τ υ π α | δ ί ν ο ν τ ά ς | τ ο υ ς | τ η | δ υ ν α τ ό τ η τ α | ν α | α ν α π τ ύ ξ ο υ ν | μ ι α | α ί σ θ η σ η | τ α υ τ ό τ η τ α ς |	220480	FEMALE
149	664965084107839775.wav	Η τράπεζα Northern Rock είχε εθνικοποιηθεί το 2008, μετά την γνωστοποίηση ότι η εταιρεία είχε λάβει στήριξη έκτακτης ανάγκης από την κυβέρνηση του Ην. Βασιλείου.	η τράπεζα northern rock είχε εθνικοποιηθεί το 2008 μετά την γνωστοποίηση ότι η εταιρεία είχε λάβει στήριξη έκτακτης ανάγκης από την κυβέρνηση του ην βασιλείου	η | τ ρ ά π ε ζ α | n o r t h e r n | r o c k | ε ί χ ε | ε θ ν ι κ ο π ο ι η θ ε ί | τ ο | 2 0 0 8 | μ ε τ ά | τ η ν | γ ν ω σ τ ο π ο ί η σ η | ό τ ι | η | ε τ α ι ρ ε ί α | ε ί χ ε | λ ά β ε ι | σ τ ή ρ ι ξ η | έ κ τ α κ τ η ς | α ν ά γ κ η ς | α π ό | τ η ν | κ υ β έ ρ ν η σ η | τ ο υ | η ν | β α σ ι λ ε ί ο υ |	245760	MALE
755	5916163413191180349.wav	Η κληρονομιά ορισμένων ξενοδοχείων ανάγεται στη χρυσή εποχή των ατμοκίνητων σιδηροδρόμων και των υπερωκεάνιων, πριν από τον Β΄ Παγκόσμιο Πόλεμο, τον 19ο αιώνα ή στις αρχές του 20ού.	η κληρονομιά ορισμένων ξενοδοχείων ανάγεται στη χρυσή εποχή των ατμοκίνητων σιδηροδρόμων και των υπερωκεάνιων πριν από τον β΄ παγκόσμιο πόλεμο τον 19ο αιώνα ή στις αρχές του 20ού	η | κ λ η ρ ο ν ο μ ι ά | ο ρ ι σ μ έ ν ω ν | ξ ε ν ο δ ο χ ε ί ω ν | α ν ά γ ε τ α ι | σ τ η | χ ρ υ σ ή | ε π ο χ ή | τ ω ν | α τ μ ο κ ί ν η τ ω ν | σ ι δ η ρ ο δ ρ ό μ ω ν | κ α ι | τ ω ν | υ π ε ρ ω κ ε ά ν ι ω ν | π ρ ι ν | α π ό | τ ο ν | β ΄ | π α γ κ ό σ μ ι ο | π ό λ ε μ ο | τ ο ν | 1 9 ο | α ι ώ ν α | ή | σ τ ι ς | α ρ χ έ ς | τ ο υ | 2 0 ο ύ |	237440	FEMALE
12	14268146012247394676.wav	Το ρεκόρ του Ναδάλ απέναντι στον Καναδό είναι 7-2.	το ρεκόρ του ναδάλ απέναντι στον καναδό είναι 7-2	τ ο | ρ ε κ ό ρ | τ ο υ | ν α δ ά λ | α π έ ν α ν τ ι | σ τ ο ν | κ α ν α δ ό | ε ί ν α ι | 7 - 2 |	71040	MALE
305	1907817813902590803.wav	Το 1960 γύρισε στην Αλγερία που είχε γίνει πριν λίγο καιρό ελεύθερη και παρέδιδε μαθήματα διεύθυνσης έργων.	το 1960 γύρισε στην αλγερία που είχε γίνει πριν λίγο καιρό ελεύθερη και παρέδιδε μαθήματα διεύθυνσης έργων	τ ο | 1 9 6 0 | γ ύ ρ ι σ ε | σ τ η ν | α λ γ ε ρ ί α | π ο υ | ε ί χ ε | γ ί ν ε ι | π ρ ι ν | λ ί γ ο | κ α ι ρ ό | ε λ ε ύ θ ε ρ η | κ α ι | π α ρ έ δ ι δ ε | μ α θ ή μ α τ α | δ ι ε ύ θ υ ν σ η ς | έ ρ γ ω ν |	172800	MALE
1368	18293637134138593218.wav	Αν έστειλαν πράγματα μέσω αεροπορικής μεταφοράς εμπορευμάτων, σε ορισμένες πτήσεις ίσως χρειαστεί να περάσουν μέρες από την εκφόρτωση και τα τελωνεία.	αν έστειλαν πράγματα μέσω αεροπορικής μεταφοράς εμπορευμάτων σε ορισμένες πτήσεις ίσως χρειαστεί να περάσουν μέρες από την εκφόρτωση και τα τελωνεία	α ν | έ σ τ ε ι λ α ν | π ρ ά γ μ α τ α | μ έ σ ω | α ε ρ ο π ο ρ ι κ ή ς | μ ε τ α φ ο ρ ά ς | ε μ π ο ρ ε υ μ ά τ ω ν | σ ε | ο ρ ι σ μ έ ν ε ς | π τ ή σ ε ι ς | ί σ ω ς | χ ρ ε ι α σ τ ε ί | ν α | π ε ρ ά σ ο υ ν | μ έ ρ ε ς | α π ό | τ η ν | ε κ φ ό ρ τ ω σ η | κ α ι | τ α | τ ε λ ω ν ε ί α |	199680	MALE
