1039	303579745687635629.wav	Այն ինչ ես ասում եմ մարդկանց սա է՝ վերաբերվեք մեզ այնպես, ինչպես մենք ենք ձեզ վերաբերվում։	այն ինչ ես ասում եմ մարդկանց սա է վերաբերվեք մեզ այնպես ինչպես մենք ենք ձեզ վերաբերվում	ա յ ն | ի ն չ | ե ս | ա ս ո ւ մ | ե մ | մ ա ր դ կ ա ն ց | ս ա | է | վ ե ր ա բ ե ր վ ե ք | մ ե զ | ա յ ն պ ե ս | ի ն չ պ ե ս | մ ե ն ք | ե ն ք | ձ ե զ | վ ե ր ա բ ե ր վ ո ւ մ |	139200	MALE
31	8637384241841553013.wav	Կալանավայրը վատ հռչակ ձեռք բերեց այն բանից հետո, երբ ԱՄՆ զորքերի տնօրինման տակ անցնելով՝ այնտեղ բացահայտվեց բանտարկյալի իրավունքների ոտնահարման դեպքը:	կալանավայրը վատ հռչակ ձեռք բերեց այն բանից հետո երբ ամն զորքերի տնօրինման տակ անցնելով այնտեղ բացահայտվեց բանտարկյալի իրավունքների ոտնահարման դեպքը	կ ա լ ա ն ա վ ա յ ր ը | վ ա տ | հ ռ չ ա կ | ձ ե ռ ք | բ ե ր ե ց | ա յ ն | բ ա ն ի ց | հ ե տ ո | ե ր բ | ա մ ն | զ ո ր ք ե ր ի | տ ն օ ր ի ն մ ա ն | տ ա կ | ա ն ց ն ե լ ո վ | ա յ ն տ ե ղ | բ ա ց ա հ ա յ տ վ ե ց | բ ա ն տ ա ր կ յ ա լ ի | ի ր ա վ ո ւ ն ք ն ե ր ի | ո տ ն ա հ ա ր մ ա ն | դ ե պ ք ը |	183360	FEMALE
572	15495106290737739711.wav	Երբ անհատները բնավորության որևէ գծի մի քանի դրսևորում են ցույց տալիս, նրանք բազմամորֆ են։	երբ անհատները բնավորության որևէ գծի մի քանի դրսևորում են ցույց տալիս նրանք բազմամորֆ են	ե ր բ | ա ն հ ա տ ն ե ր ը | բ ն ա վ ո ր ո ւ թ յ ա ն | ո ր և է | գ ծ ի | մ ի | ք ա ն ի | դ ր ս և ո ր ո ւ մ | ե ն | ց ո ւ յ ց | տ ա լ ի ս | ն ր ա ն ք | բ ա զ մ ա մ ո ր ֆ | ե ն |	166080	MALE
1487	184023853902924545.wav	Ավելի վաղ այս շաբաթ ոստիկանական ուղղաթիռի վթարը խլեց երեք մարդու կյանք և ևս երեքը վիրավորվեցին։	ավելի վաղ այս շաբաթ ոստիկանական ուղղաթիռի վթարը խլեց երեք մարդու կյանք և ևս երեքը վիրավորվեցին	ա վ ե լ ի | վ ա ղ | ա յ ս | շ ա բ ա թ | ո ս տ ի կ ա ն ա կ ա ն | ո ւ ղ ղ ա թ ի ռ ի | վ թ ա ր ը | խ լ ե ց | ե ր ե ք | մ ա ր դ ո ւ | կ յ ա ն ք | և | և ս | ե ր ե ք ը | վ ի ր ա վ ո ր վ ե ց ի ն |	166080	MALE
175	1944442315364606101.wav	Ինչպես հաղորդվել է, աշխարհի ամենահարուստ մարդկանցից մեկը ՝ Ալենն իր հարստության մեծ մասը ներդրել է ստորջրյա հետազոտություններում և սկսել է «Մուսասի» գծանավի իր որոնումները, քանի որ իր ողջ կյանքում հետաքրքրված է պատերազմի պատմությամբ:	ինչպես հաղորդվել է աշխարհի ամենահարուստ մարդկանցից մեկը ՝ ալենն իր հարստության մեծ մասը ներդրել է ստորջրյա հետազոտություններում և սկսել է «մուսասի» գծանավի իր որոնումները քանի որ իր ողջ կյանքում հետաքրքրված է պատերազմի պատմությամբ:	ի ն չ պ ե ս | հ ա ղ ո ր դ վ ե լ | է | ա շ խ ա ր հ ի | ա մ ե ն ա հ ա ր ո ւ ս տ | մ ա ր դ կ ա ն ց ի ց | մ ե կ ը | ՝ | ա լ ե ն ն | ի ր | հ ա ր ս տ ո ւ թ յ ա ն | մ ե ծ | մ ա ս ը | ն ե ր դ ր ե լ | է | ս տ ո ր ջ ր յ ա | հ ե տ ա զ ո տ ո ւ թ յ ո ւ ն ն ե ր ո ւ մ | և | ս կ ս ե լ | է | « մ ո ւ ս ա ս ի » | գ ծ ա ն ա վ ի | ի ր | ո ր ո ն ո ւ մ ն ե ր ը | ք ա ն ի | ո ր | ի ր | ո ղ ջ | կ յ ա ն ք ո ւ մ | հ ե տ ա ք ր ք ր վ ա ծ | է | պ ա տ ե ր ա զ մ ի | պ ա տ մ ո ւ թ յ ա մ բ : |	230400	MALE
803	14085461572354913096.wav	Հավանական երկարաժամկետ առողջապահական միջոցառումները, որոնք առաջացել են խմիչքի չափից շատ օգտագործման պատճառով, կարող են վնասել լյարդը և նույնիսկ կուրության և մահվան պատճառ դառնալ: Հավանական վտանգն ավելանում է, երբ օգտագործում եք ապօրինի կերպով արտադրված ոգելից խմիչք:	հավանական երկարաժամկետ առողջապահական միջոցառումները որոնք առաջացել են խմիչքի չափից շատ օգտագործման պատճառով կարող են վնասել լյարդը և նույնիսկ կուրության և մահվան պատճառ դառնալ հավանական վտանգն ավելանում է երբ օգտագործում եք ապօրինի կերպով արտադրված ոգելից խմիչք	հ ա վ ա ն ա կ ա ն | ե ր կ ա ր ա ժ ա մ կ ե տ | ա ռ ո ղ ջ ա պ ա հ ա կ ա ն | մ ի ջ ո ց ա ռ ո ւ մ ն ե ր ը | ո ր ո ն ք | ա ռ ա ջ ա ց ե լ | ե ն | խ մ ի չ ք ի | չ ա փ ի ց | շ ա տ | օ գ տ ա գ ո ր ծ մ ա ն | պ ա տ ճ ա ռ ո վ | կ ա ր ո ղ | ե ն | վ ն ա ս ե լ | լ յ ա ր դ ը | և | ն ո ւ յ ն ի ս կ | կ ո ւ ր ո ւ թ յ ա ն | և | մ ա հ վ ա ն | պ ա տ ճ ա ռ | դ ա ռ ն ա լ | հ ա վ ա ն ա կ ա ն | վ տ ա ն գ ն | ա վ ե լ ա ն ո ւ մ | է | ե ր բ | օ գ տ ա գ ո ր ծ ո ւ մ | ե ք | ա պ օ ր ի ն ի | կ ե ր պ ո վ | ա ր տ ա դ ր վ ա ծ | ո գ ե լ ի ց | խ մ ի չ ք |	251520	FEMALE
618	704390615322121212.wav	Նրանք իրենց կոչում էին Մորիորի, մի քանի ռազմական ընդհարումներ տեղի ունեցան, և վերջում Մորիորիները ոչնչացվեցին։	նրանք իրենց կոչում էին մորիորի մի քանի ռազմական ընդհարումներ տեղի ունեցան և վերջում մորիորիները ոչնչացվեցին	ն ր ա ն ք | ի ր ե ն ց | կ ո չ ո ւ մ | է ի ն | մ ո ր ի ո ր ի | մ ի | ք ա ն ի | ռ ա զ մ ա կ ա ն | ը ն դ հ ա ր ո ւ մ ն ե ր | տ ե ղ ի | ո ւ ն ե ց ա ն | և | վ ե ր ջ ո ւ մ | մ ո ր ի ո ր ի ն ե ր ը | ո չ ն չ ա ց վ ե ց ի ն |	140160	MALE
247	5618525107699582547.wav	Բրիտանական իշխանությունից Պակիստանի 1947 թվականի անկախացումից ի վեր, Պակիստանի նախագահը նշանակել է «քաղաքական գործակալների» Ցեղային տարածքների դաշնային կառավարությունը ղեկավարելու համար, ովքեր ունեցել են գրեթե բացարձակ ինքնավար իշխանություն այդ տարածքներում:	բրիտանական իշխանությունից պակիստանի 1947 թվականի անկախացումից ի վեր պակիստանի նախագահը նշանակել է քաղաքական գործակալների ցեղային տարածքների դաշնային կառավարությունը ղեկավարելու համար ովքեր ունեցել են գրեթե բացարձակ ինքնավար իշխանություն այդ տարածքներում	բ ր ի տ ա ն ա կ ա ն | ի շ խ ա ն ո ւ թ յ ո ւ ն ի ց | պ ա կ ի ս տ ա ն ի | 1 9 4 7 | թ վ ա կ ա ն ի | ա ն կ ա խ ա ց ո ւ մ ի ց | ի | վ ե ր | պ ա կ ի ս տ ա ն ի | ն ա խ ա գ ա հ ը | ն շ ա ն ա կ ե լ | է | ք ա ղ ա ք ա կ ա ն | գ ո ր ծ ա կ ա լ ն ե ր ի | ց ե ղ ա յ ի ն | տ ա ր ա ծ ք ն ե ր ի | դ ա շ ն ա յ ի ն | կ ա ռ ա վ ա ր ո ւ թ յ ո ւ ն ը | ղ ե կ ա վ ա ր ե լ ո ւ | հ ա մ ա ր | ո վ ք ե ր | ո ւ ն ե ց ե լ | ե ն | գ ր ե թ ե | բ ա ց ա ր ձ ա կ | ի ն ք ն ա վ ա ր | ի շ խ ա ն ո ւ թ յ ո ւ ն | ա յ դ | տ ա ր ա ծ ք ն ե ր ո ւ մ |	255360	FEMALE
1146	3531375622443069175.wav	Այնուամենայնիվ, վարորդը գլխի լուրջ վնասվածքներ ստացավ։	այնուամենայնիվ վարորդը գլխի լուրջ վնասվածքներ ստացավ	ա յ ն ո ւ ա մ ե ն ա յ ն ի վ | վ ա ր ո ր դ ը | գ լ խ ի | լ ո ւ ր ջ | վ ն ա ս վ ա ծ ք ն ե ր | ս տ ա ց ա վ |	117120	MALE
1262	7644840265300693170.wav	Հարապպա և Մոհենջո-դարո քաղաքները գրեթե ամեն տանն ունեն զուգարանակոնք, որը միացված է կոյուղու բարդ համակարգին։	հարապպա և մոհենջո-դարո քաղաքները գրեթե ամեն տանն ունեն զուգարանակոնք որը միացված է կոյուղու բարդ համակարգին	հ ա ր ա պ պ ա | և | մ ո հ ե ն ջ ո - դ ա ր ո | ք ա ղ ա ք ն ե ր ը | գ ր ե թ ե | ա մ ե ն | տ ա ն ն | ո ւ ն ե ն | զ ո ւ գ ա ր ա ն ա կ ո ն ք | ո ր ը | մ ի ա ց վ ա ծ | է | կ ո յ ո ւ ղ ո ւ | բ ա ր դ | հ ա մ ա կ ա ր գ ի ն |	165120	FEMALE
434	927614408124824827.wav	Բելգիայի ներկայիս հատվածները նախկինում Լյուքսեմբուրգի մասն են կազմել, սակայն այնուհետև դարձել են բելիգիացիներինը 1830-ականներին՝ բելգիական հեղափոխությունից հետո։	բելգիայի ներկայիս հատվածները նախկինում լյուքսեմբուրգի մասն են կազմել սակայն այնուհետև դարձել են բելիգիացիներինը 1830-ականներին բելգիական հեղափոխությունից հետո	բ ե լ գ ի ա յ ի | ն ե ր կ ա յ ի ս | հ ա տ վ ա ծ ն ե ր ը | ն ա խ կ ի ն ո ւ մ | լ յ ո ւ ք ս ե մ բ ո ւ ր գ ի | մ ա ս ն | ե ն | կ ա զ մ ե լ | ս ա կ ա յ ն | ա յ ն ո ւ հ ե տ և | դ ա ր ձ ե լ | ե ն | բ ե լ ի գ ի ա ց ի ն ե ր ի ն ը | 1 8 3 0 - ա կ ա ն ն ե ր ի ն | բ ե լ գ ի ա կ ա ն | հ ե ղ ա փ ո խ ո ւ թ յ ո ւ ն ի ց | հ ե տ ո |	197760	MALE
1019	4709695054007060401.wav	Նրանց մեջ ավելի շատը միջին չափսի կատուներն են, որոնք ուտում են միջին չափսի որսեր՝ սկսած ճագարներից վերջացրած եղջերուներից ու եղնիկներից։	նրանց մեջ ավելի շատը միջին չափսի կատուներն են որոնք ուտում են միջին չափսի որսեր սկսած ճագարներից վերջացրած եղջերուներից ու եղնիկներից	ն ր ա ն ց | մ ե ջ | ա վ ե լ ի | շ ա տ ը | մ ի ջ ի ն | չ ա փ ս ի | կ ա տ ո ւ ն ե ր ն | ե ն | ո ր ո ն ք | ո ւ տ ո ւ մ | ե ն | մ ի ջ ի ն | չ ա փ ս ի | ո ր ս ե ր | ս կ ս ա ծ | ճ ա գ ա ր ն ե ր ի ց | վ ե ր ջ ա ց ր ա ծ | ե ղ ջ ե ր ո ւ ն ե ր ի ց | ո ւ | ե ղ ն ի կ ն ե ր ի ց |	239040	MALE
1196	8043676041230898547.wav	Գուառանիները ամենանշանակալից տեղաբնիկ խմբերն էին, որոնք բնակվում էին այժմյան Արևելյան Պարագվայում, ապրելով որպես կիսաքոչվոր որսորդներ, որոնք զբաղվում էին կենսաապահովման համար մշակվող ապրանքների գյուղատնտեսությամբ։	գուառանիները ամենանշանակալից տեղաբնիկ խմբերն էին որոնք բնակվում էին այժմյան արևելյան պարագվայում ապրելով որպես կիսաքոչվոր որսորդներ որոնք զբաղվում էին կենսաապահովման համար մշակվող ապրանքների գյուղատնտեսությամբ	գ ո ւ ա ռ ա ն ի ն ե ր ը | ա մ ե ն ա ն շ ա ն ա կ ա լ ի ց | տ ե ղ ա բ ն ի կ | խ մ բ ե ր ն | է ի ն | ո ր ո ն ք | բ ն ա կ վ ո ւ մ | է ի ն | ա յ ժ մ յ ա ն | ա ր և ե լ յ ա ն | պ ա ր ա գ վ ա յ ո ւ մ | ա պ ր ե լ ո վ | ո ր պ ե ս | կ ի ս ա ք ո չ վ ո ր | ո ր ս ո ր դ ն ե ր | ո ր ո ն ք | զ բ ա ղ վ ո ւ մ | է ի ն | կ ե ն ս ա ա պ ա հ ո վ մ ա ն | հ ա մ ա ր | մ շ ա կ վ ո ղ | ա պ ր ա ն ք ն ե ր ի | գ յ ո ւ ղ ա տ ն տ ե ս ո ւ թ յ ա մ բ |	293760	MALE
481	5706861661953567309.wav	Ակորդեոնի վրա լրացուցիչ ձայն ստանալու համար պետք է գոֆրեներն օգտագործեք ավելի սեղմած կամ ավելի մեծ արագությամբ։	ակորդեոնի վրա լրացուցիչ ձայն ստանալու համար պետք է գոֆրեներն օգտագործեք ավելի սեղմած կամ ավելի մեծ արագությամբ	ա կ ո ր դ ե ո ն ի | վ ր ա | լ ր ա ց ո ւ ց ի չ | ձ ա յ ն | ս տ ա ն ա լ ո ւ | հ ա մ ա ր | պ ե տ ք | է | գ ո ֆ ր ե ն ե ր ն | օ գ տ ա գ ո ր ծ ե ք | ա վ ե լ ի | ս ե ղ մ ա ծ | կ ա մ | ա վ ե լ ի | մ ե ծ | ա ր ա գ ո ւ թ յ ա մ բ |	165120	FEMALE
303	18381523126889169485.wav	Ֆրանսիական օրենքը փոփոխվեց: Նրա գործունեությունը սկիզբ էր առել դեռևս 15 տարեկանից, երբ Երկրորդ համաշխարհային պատերազմի ընթացքում նա միացավ ֆրանսիական դիմադրությանը:	ֆրանսիական օրենքը փոփոխվեց նրա գործունեությունը սկիզբ էր առել դեռևս 15 տարեկանից երբ երկրորդ համաշխարհային պատերազմի ընթացքում նա միացավ ֆրանսիական դիմադրությանը	ֆ ր ա ն ս ի ա կ ա ն | օ ր ե ն ք ը | փ ո փ ո խ վ ե ց | ն ր ա | գ ո ր ծ ո ւ ն ե ո ւ թ յ ո ւ ն ը | ս կ ի զ բ | է ր | ա ռ ե լ | դ ե ռ և ս | 1 5 | տ ա ր ե կ ա ն ի ց | ե ր բ | ե ր կ ր ո ր դ | հ ա մ ա շ խ ա ր հ ա յ ի ն | պ ա տ ե ր ա զ մ ի | ը ն թ ա ց ք ո ւ մ | ն ա | մ ի ա ց ա վ | ֆ ր ա ն ս ի ա կ ա ն | դ ի մ ա դ ր ո ւ թ յ ա ն ը |	249600	MALE
49	12605508045505562053.wav	Պարոն Ռեյդին հաջողվեց վարել Նոր Զելանդիայի A1GP ավտոմեքենան՝ Սև գեղեցկուհուն՝ կամրջի վրայով անցնելով յոթ անգամ՝ ավելի քան 160 կմ/ժ արագությամբ։	պարոն ռեյդին հաջողվեց վարել նոր զելանդիայի a1gp ավտոմեքենան՝ սև գեղեցկուհուն՝ կամրջի վրայով անցնելով յոթ անգամ՝ ավելի քան 160 կմ/ժ արագությամբ։	պ ա ր ո ն | ռ ե յ դ ի ն | հ ա ջ ո ղ վ ե ց | վ ա ր ե լ | ն ո ր | զ ե լ ա ն դ ի ա յ ի | a 1 g p | ա վ տ ո մ ե ք ե ն ա ն ՝ | ս և | գ ե ղ ե ց կ ո ւ հ ո ւ ն ՝ | կ ա մ ր ջ ի | վ ր ա յ ո վ | ա ն ց ն ե լ ո վ | յ ո թ | ա ն գ ա մ ՝ | ա վ ե լ ի | ք ա ն | 1 6 0 | կ մ / ժ | ա ր ա գ ո ւ թ յ ա մ բ ։ |	304320	FEMALE
532	9793793523114745015.wav	Կանոնավոր խաղափուլի ընթացքում ընդգրկված է տասնութ փոս, և սովորաբար խաղացողներն սկսում են առաջին փոսից և վերջացնում տասնութերորդում:	կանոնավոր խաղափուլի ընթացքում ընդգրկված է տասնութ փոս և սովորաբար խաղացողներն սկսում են առաջին փոսից և վերջացնում տասնութերորդում	կ ա ն ո ն ա վ ո ր | խ ա ղ ա փ ո ւ լ ի | ը ն թ ա ց ք ո ւ մ | ը ն դ գ ր կ վ ա ծ | է | տ ա ս ն ո ւ թ | փ ո ս | և | ս ո վ ո ր ա բ ա ր | խ ա ղ ա ց ո ղ ն ե ր ն | ս կ ս ո ւ մ | ե ն | ա ռ ա ջ ի ն | փ ո ս ի ց | և | վ ե ր ջ ա ց ն ո ւ մ | տ ա ս ն ո ւ թ ե ր ո ր դ ո ւ մ |	157440	FEMALE
1294	12361898143864872006.wav	Նաև Ցունամիների նախազգուշացման խաղաղօվկիանոսյան կենտրոնն ասաց, որ ցունամիի որևէ նշան չկա։	նաև ցունամիների նախազգուշացման խաղաղօվկիանոսյան կենտրոնն ասաց որ ցունամիի որևէ նշան չկա	ն ա և | ց ո ւ ն ա մ ի ն ե ր ի | ն ա խ ա զ գ ո ւ շ ա ց մ ա ն | խ ա ղ ա ղ օ վ կ ի ա ն ո ս յ ա ն | կ ե ն տ ր ո ն ն | ա ս ա ց | ո ր | ց ո ւ ն ա մ ի ի | ո ր և է | ն շ ա ն | չ կ ա |	154560	MALE
1011	1560358726119238107.wav	Կան շատ ֆրանսիական գինիներ, որոնք պետք է ունենալ, սակայն նոր զելանդական և ավստրալիական գինիներն ավելի լավ կարող են սպառվել։	կան շատ ֆրանսիական գինիներ որոնք պետք է ունենալ սակայն նոր զելանդական և ավստրալիական գինիներն ավելի լավ կարող են սպառվել	կ ա ն | շ ա տ | ֆ ր ա ն ս ի ա կ ա ն | գ ի ն ի ն ե ր | ո ր ո ն ք | պ ե տ ք | է | ո ւ ն ե ն ա լ | ս ա կ ա յ ն | ն ո ր | զ ե լ ա ն դ ա կ ա ն | և | ա վ ս տ ր ա լ ի ա կ ա ն | գ ի ն ի ն ե ր ն | ա վ ե լ ի | լ ա վ | կ ա ր ո ղ | ե ն | ս պ ա ռ վ ե լ |	141120	MALE
