456	4136832718535352191.wav	اهو مسئلو گهٽ ٿيندو پيو وڃي ڇو تہ لينس ٺاهيندڙ لينس جي پئداوار ۾ اعليٰ معيار حاصل ڪن ٿا.	اهو مسئلو گهٽ ٿيندو پيو وڃي ڇو تہ لينس ٺاهيندڙ لينس جي پئداوار ۾ اعليٰ معيار حاصل ڪن ٿا	ا ه و | م س ئ ل و | گ ه ٽ | ٿ ي ن د و | پ ي و | و ڃ ي | ڇ و | ت ہ | ل ي ن س | ٺ ا ه ي ن د ڙ | ل ي ن س | ج ي | پ ئ د ا و ا ر | ۾ | ا ع ل ي ٰ | م ع ي ا ر | ح ا ص ل | ڪ ن | ٿ ا |	109440	FEMALE
1506	1940840160797200306.wav	اهي مسافر جنن کي نئي ثقافت ۾ رلڻ ملڻ لاءِ آسان وقت لڳو هو پر ڪڏهن ڪڏهن پنهنجي اباڻي ثقافت ۾ واپس رلڻ ملڻ لاءِ ڏکيو وقت گذارڻو پوي ٿو.	اهي مسافر جنن کي نئي ثقافت ۾ رلڻ ملڻ لاءِ آسان وقت لڳو هو پر ڪڏهن ڪڏهن پنهنجي اباڻي ثقافت ۾ واپس رلڻ ملڻ لاءِ ڏکيو وقت گذارڻو پوي ٿو	ا ه ي | م س ا ف ر | ج ن ن | ک ي | ن ئ ي | ث ق ا ف ت | ۾ | ر ل ڻ | م ل ڻ | ل ا ء ِ | آ س ا ن | و ق ت | ل ڳ و | ه و | پ ر | ڪ ڏ ه ن | ڪ ڏ ه ن | پ ن ه ن ج ي | ا ب ا ڻ ي | ث ق ا ف ت | ۾ | و ا پ س | ر ل ڻ | م ل ڻ | ل ا ء ِ | ڏ ک ي و | و ق ت | گ ذ ا ر ڻ و | پ و ي | ٿ و |	264960	MALE
568	9744939600111988078.wav	اکين جون ڪيتريون ئي مختلف اڏاوتون آهن، عضون جي ضرورتن تي ڀاڙيندي باريڪين ۾ هونديون آهن.	اکين جون ڪيتريون ئي مختلف اڏاوتون آهن عضون جي ضرورتن تي ڀاڙيندي باريڪين ۾ هونديون آهن	ا ک ي ن | ج و ن | ڪ ي ت ر ي و ن | ئ ي | م خ ت ل ف | ا ڏ ا و ت و ن | آ ه ن | ع ض و ن | ج ي | ض ر و ر ت ن | ت ي | ڀ ا ڙ ي ن د ي | ب ا ر ي ڪ ي ن | ۾ | ه و ن د ي و ن | آ ه ن |	140160	MALE
1498	8820203904820906337.wav	سڄو سال ريف تي ڪيترائي سفر ڪيا ويندا آهن، ۽ ريف تي انهن سبب مان ڪنهن هڪ جي ڪري ڌڪ لڳي ٿو اهو ورلي آهي.	سڄو سال ريف تي ڪيترائي سفر ڪيا ويندا آهن ۽ ريف تي انهن سبب مان ڪنهن هڪ جي ڪري ڌڪ لڳي ٿو اهو ورلي آهي	س ڄ و | س ا ل | ر ي ف | ت ي | ڪ ي ت ر ا ئ ي | س ف ر | ڪ ي ا | و ي ن د ا | آ ه ن | ۽ | ر ي ف | ت ي | ا ن ه ن | س ب ب | م ا ن | ڪ ن ه ن | ه ڪ | ج ي | ڪ ر ي | ڌ ڪ | ل ڳ ي | ٿ و | ا ه و | و ر ل ي | آ ه ي |	168960	MALE
881	17041477794980833276.wav	اهي گهرجون ڪهڙي ملڪ جو مسافر دورو ڪيو آهي يا دوري ڪرڻ جو ارادو رکي ٿو تي ڀاڙي سگهن ٿيون.	اهي گهرجون ڪهڙي ملڪ جو مسافر دورو ڪيو آهي يا دوري ڪرڻ جو ارادو رکي ٿو تي ڀاڙي سگهن ٿيون	ا ه ي | گ ه ر ج و ن | ڪ ه ڙ ي | م ل ڪ | ج و | م س ا ف ر | د و ر و | ڪ ي و | آ ه ي | ي ا | د و ر ي | ڪ ر ڻ | ج و | ا ر ا د و | ر ک ي | ٿ و | ت ي | ڀ ا ڙ ي | س گ ه ن | ٿ ي و ن |	123840	FEMALE
173	10745246489307117610.wav	جيڪڏهن تصديق هجي ته، موساشي لاءِ الين جي اٺن سالن جي ڳولا مڪمل ٿئي ٿي.	جيڪڏهن تصديق هجي ته موساشي لاءِ الين جي اٺن سالن جي ڳولا مڪمل ٿئي ٿي	ج ي ڪ ڏ ه ن | ت ص د ي ق | ه ج ي | ت ه | م و س ا ش ي | ل ا ء ِ | ا ل ي ن | ج ي | ا ٺ ن | س ا ل ن | ج ي | ڳ و ل ا | م ڪ م ل | ٿ ئ ي | ٿ ي |	115200	MALE
655	13240151637392614453.wav	جرم، ۽ غيرقانوني رويو پرڏيهي ماڻهن ڏانهن عام آهي، بعيد طور تي گرينلينڊ ۾ نامعلوم آهي. توڙي جو شهرن ۾، اتي ڪي به "رف علائقا" آهن.	جرم ۽ غيرقانوني رويو پرڏيهي ماڻهن ڏانهن عام آهي بعيد طور تي گرينلينڊ ۾ نامعلوم آهي توڙي جو شهرن ۾ اتي ڪي به رف علائقا آهن	ج ر م | ۽ | غ ي ر ق ا ن و ن ي | ر و ي و | پ ر ڏ ي ه ي | م ا ڻ ه ن | ڏ ا ن ه ن | ع ا م | آ ه ي | ب ع ي د | ط و ر | ت ي | گ ر ي ن ل ي ن ڊ | ۾ | ن ا م ع ل و م | آ ه ي | ت و ڙ ي | ج و | ش ه ر ن | ۾ | ا ت ي | ڪ ي | ب ه | ر ف | ع ل ا ئ ق ا | آ ه ن |	241920	MALE
1231	15248608910520826305.wav	برڊ فلو جو تدارڪ انسانن لاءِ مهلڪ آهي، H5N1، تصديق ڪئي آهي تہ فرانس جي اوڀر ۾ ليون جي ويجهو مارش لينڊ ۾ سومر تي هڪ مريل جهنگلي بدڪ کي متاثر ڪيو آهي.	برڊ فلو جو تدارڪ انسانن لاءِ مهلڪ آهي، h5n1، تصديق ڪئي آهي تہ فرانس جي اوڀر ۾ ليون جي ويجهو مارش لينڊ ۾ سومر تي هڪ مريل جهنگلي بدڪ کي متاثر ڪيو آهي	ب ر ڊ | ف ل و | ج و | ت د ا ر ڪ | ا ن س ا ن ن | ل ا ء ِ | م ه ل ڪ | آ ه ي ، | h 5 n 1 ، | ت ص د ي ق | ڪ ئ ي | آ ه ي | ت ہ | ف ر ا ن س | ج ي | ا و ڀ ر | ۾ | ل ي و ن | ج ي | و ي ج ه و | م ا ر ش | ل ي ن ڊ | ۾ | س و م ر | ت ي | ه ڪ | م ر ي ل | ج ه ن گ ل ي | ب د ڪ | ک ي | م ت ا ث ر | ڪ ي و | آ ه ي |	404160	MALE
185	15885508822109625641.wav	جارق ڏينهن جي شروع ۾ پري-سيزن ٽريننگ جي دوران اٽلي ۾ ڪورسيانو ۾ پريڪٽس ڪري رهيو هو. هو آچر تي رٿيل بولونيا جي خلاف ميچ کان اڳ ٽيم جي هوٽل ۾ رهي رهيو هو.	جارق ڏينهن جي شروع ۾ پري-سيزن ٽريننگ جي دوران اٽلي ۾ ڪورسيانو ۾ پريڪٽس ڪري رهيو هو هو آچر تي رٿيل بولونيا جي خلاف ميچ کان اڳ ٽيم جي هوٽل ۾ رهي رهيو هو	ج ا ر ق | ڏ ي ن ه ن | ج ي | ش ر و ع | ۾ | پ ر ي - س ي ز ن | ٽ ر ي ن ن گ | ج ي | د و ر ا ن | ا ٽ ل ي | ۾ | ڪ و ر س ي ا ن و | ۾ | پ ر ي ڪ ٽ س | ڪ ر ي | ر ه ي و | ه و | ه و | آ چ ر | ت ي | ر ٿ ي ل | ب و ل و ن ي ا | ج ي | خ ل ا ف | م ي چ | ک ا ن | ا ڳ | ٽ ي م | ج ي | ه و ٽ ل | ۾ | ر ه ي | ر ه ي و | ه و |	204480	FEMALE
191	3415935893087774115.wav	مسافرن کي پاڻي ڏنو ويو جڏهن اهي 90(F)-ڊگري جي گرمي ۾ انتظار ڪري رهيا هئا.	مسافرن کي پاڻي ڏنو ويو جڏهن اهي 90f-ڊگري جي گرمي ۾ انتظار ڪري رهيا هئا	م س ا ف ر ن | ک ي | پ ا ڻ ي | ڏ ن و | و ي و | ج ڏ ه ن | ا ه ي | 9 0 f - ڊ گ ر ي | ج ي | گ ر م ي | ۾ | ا ن ت ظ ا ر | ڪ ر ي | ر ه ي ا | ه ئ ا |	118080	MALE
717	1931822051393145544.wav	16 صدي ۾ اسپينش جي اچڻ کان پهريان، اتر چلي انڪا قائدي هيٺ هو جڏهن ته مقامي آروڪانيئنز (ماپوشي) مرڪزي ۽ ڏکڻ چلي ۾ وسيل هئا.	16 صدي ۾ اسپينش جي اچڻ کان پهريان، اتر چلي انڪا قائدي هيٺ هو جڏهن ته مقامي آروڪانيئنز ماپوشي مرڪزي ۽ ڏکڻ چلي ۾ وسيل هئا	1 6 | ص د ي | ۾ | ا س پ ي ن ش | ج ي | ا چ ڻ | ک ا ن | پ ه ر ي ا ن ، | ا ت ر | چ ل ي | ا ن ڪ ا | ق ا ئ د ي | ه ي ٺ | ه و | ج ڏ ه ن | ت ه | م ق ا م ي | آ ر و ڪ ا ن ي ئ ن ز | م ا پ و ش ي | م ر ڪ ز ي | ۽ | ڏ ک ڻ | چ ل ي | ۾ | و س ي ل | ه ئ ا |	222720	FEMALE
725	9957724849525880336.wav	جارڊن دي يونين. اهو جاءِ 17 صدي جي ڪنوينٽ جي ايٽريم جي طور تي اڏي ويئي هئي، جنهن ۾ ٽيمپلو دي سان ڊيگو رهيل عمارتن مان هڪ آهي.	جارڊن دي يونين اهو جاءِ 17 صدي جي ڪنوينٽ جي ايٽريم جي طور تي اڏي ويئي هئي جنهن ۾ ٽيمپلو دي سان ڊيگو رهيل عمارتن مان هڪ آهي	ج ا ر ڊ ن | د ي | ي و ن ي ن | ا ه و | ج ا ء ِ | 1 7 | ص د ي | ج ي | ڪ ن و ي ن ٽ | ج ي | ا ي ٽ ر ي م | ج ي | ط و ر | ت ي | ا ڏ ي | و ي ئ ي | ه ئ ي | ج ن ه ن | ۾ | ٽ ي م پ ل و | د ي | س ا ن | ڊ ي گ و | ر ه ي ل | ع م ا ر ت ن | م ا ن | ه ڪ | آ ه ي |	231360	MALE
182	9798111904325216652.wav	آئرش حڪومت صورتحال کي درست ڪرڻ لاءِ پارلياماني قانون جي ضرورت تي زور ڏئي رهي آهي.	آئرش حڪومت صورتحال کي درست ڪرڻ لاءِ پارلياماني قانون جي ضرورت تي زور ڏئي رهي آهي	آ ئ ر ش | ح ڪ و م ت | ص و ر ت ح ا ل | ک ي | د ر س ت | ڪ ر ڻ | ل ا ء ِ | پ ا ر ل ي ا م ا ن ي | ق ا ن و ن | ج ي | ض ر و ر ت | ت ي | ز و ر | ڏ ئ ي | ر ه ي | آ ه ي |	129600	MALE
1369	7937409692782294093.wav	ڪرٽس ڪوپر، سينٽرل مسوري يونيورسٽي جي هڪ رياضي دان ۽ ڪمپيوٽر سائنس جي پروفيسر، 25 جنوري تي اڄ تائين سڀ کان وڏو ايجاد ڪيل پرائم نمبر آهي.	ڪرٽس ڪوپر سينٽرل مسوري يونيورسٽي جي هڪ رياضي دان ۽ ڪمپيوٽر سائنس جي پروفيسر 25 جنوري تي اڄ تائين سڀ کان وڏو ايجاد ڪيل پرائم نمبر آهي	ڪ ر ٽ س | ڪ و پ ر | س ي ن ٽ ر ل | م س و ر ي | ي و ن ي و ر س ٽ ي | ج ي | ه ڪ | ر ي ا ض ي | د ا ن | ۽ | ڪ م پ ي و ٽ ر | س ا ئ ن س | ج ي | پ ر و ف ي س ر | 2 5 | ج ن و ر ي | ت ي | ا ڄ | ت ا ئ ي ن | س ڀ | ک ا ن | و ڏ و | ا ي ج ا د | ڪ ي ل | پ ر ا ئ م | ن م ب ر | آ ه ي |	190080	MALE
282	15267578808812562539.wav	برلن ۾، پوليس لڳ ڀڳ 6،500 احتجاج ڪندڙن جو اندازو لڳايو.	برلن ۾، پوليس لڳ ڀڳ 6،500 احتجاج ڪندڙن جو اندازو لڳايو	ب ر ل ن | ۾ ، | پ و ل ي س | ل ڳ | ڀ ڳ | 6 ، 5 0 0 | ا ح ت ج ا ج | ڪ ن د ڙ ن | ج و | ا ن د ا ز و | ل ڳ ا ي و |	128640	FEMALE
1179	2461890760244302549.wav	1895 ۾  پهرين چين جاپان جنگ (1894-1895) ۾ شڪست کان پوءِ چنگ حڪومت شمونوسيڪي جي معاهدي تي صحيح ڪئي جنهن جي ذريعي هي تائيوان مٿان جاپان جي حڪمراني کي تسليم ڪري ٿي جنهن 1945 تائين هن ٻيٽ تي حڪمراني ڪئي.	1895 ۾  پهرين چين جاپان جنگ 1894-1895 ۾ شڪست کان پوءِ چنگ حڪومت شمونوسيڪي جي معاهدي تي صحيح ڪئي جنهن جي ذريعي هي تائيوان مٿان جاپان جي حڪمراني کي تسليم ڪري ٿي جنهن 1945 تائين هن ٻيٽ تي حڪمراني ڪئي	1 8 9 5 | ۾ | پ ه ر ي ن | چ ي ن | ج ا پ ا ن | ج ن گ | 1 8 9 4 - 1 8 9 5 | ۾ | ش ڪ س ت | ک ا ن | پ و ء ِ | چ ن گ | ح ڪ و م ت | ش م و ن و س ي ڪ ي | ج ي | م ع ا ه د ي | ت ي | ص ح ي ح | ڪ ئ ي | ج ن ه ن | ج ي | ذ ر ي ع ي | ه ي | ت ا ئ ي و ا ن | م ٿ ا ن | ج ا پ ا ن | ج ي | ح ڪ م ر ا ن ي | ک ي | ت س ل ي م | ڪ ر ي | ٿ ي | ج ن ه ن | 1 9 4 5 | ت ا ئ ي ن | ه ن | ٻ ي ٽ | ت ي | ح ڪ م ر ا ن ي | ڪ ئ ي |	371520	FEMALE
1140	8116417108962416476.wav	بلڪل، فلپائني ماڻهن جو وڌايل غير واجبي ڪم مان حاصل ڪيل وڌيڪ منافعو U.S. سامراج جي بنيادي فائدي جوحصو هوندو.	بلڪل فلپائني ماڻهن جو وڌايل غير واجبي ڪم مان حاصل ڪيل وڌيڪ منافعو u.s. سامراج جي بنيادي فائدي جوحصو هوندو	ب ل ڪ ل | ف ل پ ا ئ ن ي | م ا ڻ ه ن | ج و | و ڌ ا ي ل | غ ي ر | و ا ج ب ي | ڪ م | م ا ن | ح ا ص ل | ڪ ي ل | و ڌ ي ڪ | م ن ا ف ع و | u . s . | س ا م ر ا ج | ج ي | ب ن ي ا د ي | ف ا ئ د ي | ج و ح ص و | ه و ن د و |	239040	MALE
1469	14089704810813006305.wav	گاسلنگ ۽ اسٽون کي بهترين اداڪار ۽ اداڪاره لاءِ نامزدگيون مليون.	گاسلنگ ۽ اسٽون کي بهترين اداڪار ۽ اداڪاره لاءِ نامزدگيون مليون	گ ا س ل ن گ | ۽ | ا س ٽ و ن | ک ي | ب ه ت ر ي ن | ا د ا ڪ ا ر | ۽ | ا د ا ڪ ا ر ه | ل ا ء ِ | ن ا م ز د گ ي و ن | م ل ي و ن |	113280	FEMALE
997	13870895894316546293.wav	هر صورت ۾ توهان کي لازمي طور تي ايئرلائن کان فون ذريعي بُڪ ڪرائڻ ضروري آهي.	هر صورت ۾ توهان کي لازمي طور تي ايئرلائن کان فون ذريعي بُڪ ڪرائڻ ضروري آهي	ه ر | ص و ر ت | ۾ | ت و ه ا ن | ک ي | ل ا ز م ي | ط و ر | ت ي | ا ي ئ ر ل ا ئ ن | ک ا ن | ف و ن | ذ ر ي ع ي | ب ُ ڪ | ڪ ر ا ئ ڻ | ض ر و ر ي | آ ه ي |	181440	MALE
107	8678669659471191215.wav	ملڪ جي روحاني پيشوا آیت اللہ علی خامنائي چيو تہ 1979 ۾ ايران جي اسلامي انقلاب کان پهرين کان وٺي تيل تي ڀاڙڻ "هڪ ڄار " آهي جنهن مان ملڪ کي پنهنجو پاڻ کي آجو ڪرڻ گهرجي.	ملڪ جي روحاني پيشوا آیت اللہ علی خامنائي چيو تہ 1979 ۾ ايران جي اسلامي انقلاب کان پهرين کان وٺي تيل تي ڀاڙڻ هڪ ڄار  آهي جنهن مان ملڪ کي پنهنجو پاڻ کي آجو ڪرڻ گهرجي	م ل ڪ | ج ي | ر و ح ا ن ي | پ ي ش و ا | آ ی ت | ا ل ل ہ | ع ل ی | خ ا م ن ا ئ ي | چ ي و | ت ہ | 1 9 7 9 | ۾ | ا ي ر ا ن | ج ي | ا س ل ا م ي | ا ن ق ل ا ب | ک ا ن | پ ه ر ي ن | ک ا ن | و ٺ ي | ت ي ل | ت ي | ڀ ا ڙ ڻ | ه ڪ | ڄ ا ر | آ ه ي | ج ن ه ن | م ا ن | م ل ڪ | ک ي | پ ن ه ن ج و | پ ا ڻ | ک ي | آ ج و | ڪ ر ڻ | گ ه ر ج ي |	305280	MALE
885	11602785436089978517.wav	شارلٽ ۾ ٽيڪسيون عام طور تي ڪٽنب استعمال نہ ڪندا آهن، جيتوڻڪ اهي ڪجهہ خاص حالتن ۾ ڪجهہ استعمال ٿي سگهن ٿيون.	شارلٽ ۾ ٽيڪسيون عام طور تي ڪٽنب استعمال نہ ڪندا آهن جيتوڻڪ اهي ڪجهہ خاص حالتن ۾ ڪجهہ استعمال ٿي سگهن ٿيون	ش ا ر ل ٽ | ۾ | ٽ ي ڪ س ي و ن | ع ا م | ط و ر | ت ي | ڪ ٽ ن ب | ا س ت ع م ا ل | ن ہ | ڪ ن د ا | آ ه ن | ج ي ت و ڻ ڪ | ا ه ي | ڪ ج ه ہ | خ ا ص | ح ا ل ت ن | ۾ | ڪ ج ه ہ | ا س ت ع م ا ل | ٿ ي | س گ ه ن | ٿ ي و ن |	197760	MALE
7	1449726362496563870.wav	ڪاٽالان-گادي واري هنڌ منتقل ٿيڻ کانپوءِ، وڊل ڪلب جي لاءِ 49 رانديون کيڏيون.	ڪاٽالان-گادي واري هنڌ منتقل ٿيڻ کانپوءِ وڊل ڪلب جي لاءِ 49 رانديون کيڏيون	ڪ ا ٽ ا ل ا ن - گ ا د ي | و ا ر ي | ه ن ڌ | م ن ت ق ل | ٿ ي ڻ | ک ا ن پ و ء ِ | و ڊ ل | ڪ ل ب | ج ي | ل ا ء ِ | 4 9 | ر ا ن د ي و ن | ک ي ڏ ي و ن |	167040	FEMALE
304	5366935020546765260.wav	هن 1998 جي هڪ ڪتاب ۾ پاڻ کي دستاويزي ڪيو.	هن 1998 جي هڪ ڪتاب ۾ پاڻ کي دستاويزي ڪيو	ه ن | 1 9 9 8 | ج ي | ه ڪ | ڪ ت ا ب | ۾ | پ ا ڻ | ک ي | د س ت ا و ي ز ي | ڪ ي و |	124800	FEMALE
885	10058875758123490796.wav	شارلٽ ۾ ٽيڪسيون عام طور تي ڪٽنب استعمال نہ ڪندا آهن، جيتوڻڪ اهي ڪجهہ خاص حالتن ۾ ڪجهہ استعمال ٿي سگهن ٿيون.	شارلٽ ۾ ٽيڪسيون عام طور تي ڪٽنب استعمال نہ ڪندا آهن جيتوڻڪ اهي ڪجهہ خاص حالتن ۾ ڪجهہ استعمال ٿي سگهن ٿيون	ش ا ر ل ٽ | ۾ | ٽ ي ڪ س ي و ن | ع ا م | ط و ر | ت ي | ڪ ٽ ن ب | ا س ت ع م ا ل | ن ہ | ڪ ن د ا | آ ه ن | ج ي ت و ڻ ڪ | ا ه ي | ڪ ج ه ہ | خ ا ص | ح ا ل ت ن | ۾ | ڪ ج ه ہ | ا س ت ع م ا ل | ٿ ي | س گ ه ن | ٿ ي و ن |	144000	MALE
942	8212788706867373585.wav	توهان ويب تي فارميٽنگ ۽ ايڊيٽنگ تي  هٿ سڌو ڪري وٺو ته ان کانپوءِ بعد ۾ توهان پنهنجي ذاتي ويب سائيٽ ٺاهي سگهو ٿا.	توهان ويب تي فارميٽنگ ۽ ايڊيٽنگ تي هٿ سڌو ڪري وٺو ته ان کانپوءِ بعد ۾ توهان پنهنجي ذاتي ويب سائيٽ ٺاهي سگهو ٿا	ت و ه ا ن | و ي ب | ت ي | ف ا ر م ي ٽ ن گ | ۽ | ا ي ڊ ي ٽ ن گ | ت ي | ه ٿ | س ڌ و | ڪ ر ي | و ٺ و | ت ه | ا ن | ک ا ن پ و ء ِ | ب ع د | ۾ | ت و ه ا ن | پ ن ه ن ج ي | ذ ا ت ي | و ي ب | س ا ئ ي ٽ | ٺ ا ه ي | س گ ه و | ٿ ا |	168960	FEMALE
423	6293770748435687314.wav	اهو جرمن الفابيٽ تي ٻڌل هو ۽ هڪ اکر "Õ/õ" شامل ڪيو ويو هو.	اهو جرمن الفابيٽ تي ٻڌل هو ۽ هڪ اکر õ/õ شامل ڪيو ويو هو	ا ه و | ج ر م ن | ا ل ف ا ب ي ٽ | ت ي | ٻ ڌ ل | ه و | ۽ | ه ڪ | ا ک ر | õ / õ | ش ا م ل | ڪ ي و | و ي و | ه و |	111360	FEMALE
1239	9479226235137666298.wav	ڪو به شخص جيڪو ڪنهن ملڪ جو دورو ڪرڻ جي منصوبابندي ڪري رهيو آهي جيڪو جنگ جي ميدان سمجهيو وڃي ٿو ته پيشه ورانه تربيت وٺڻ گهرجي.	ڪو به شخص جيڪو ڪنهن ملڪ جو دورو ڪرڻ جي منصوبابندي ڪري رهيو آهي جيڪو جنگ جي ميدان سمجهيو وڃي ٿو ته پيشه ورانه تربيت وٺڻ گهرجي	ڪ و | ب ه | ش خ ص | ج ي ڪ و | ڪ ن ه ن | م ل ڪ | ج و | د و ر و | ڪ ر ڻ | ج ي | م ن ص و ب ا ب ن د ي | ڪ ر ي | ر ه ي و | آ ه ي | ج ي ڪ و | ج ن گ | ج ي | م ي د ا ن | س م ج ه ي و | و ڃ ي | ٿ و | ت ه | پ ي ش ه | و ر ا ن ه | ت ر ب ي ت | و ٺ ڻ | گ ه ر ج ي |	180480	FEMALE
992	12390771818398588874.wav	گليشيئرز جي ڪنارن تي وڏا بلاڪ ٽٽي ڍرا ٿي ويا، ڪري پيا ۽ شايد ڪناري کان ٽپ يا ريڙجي پيا.	گليشيئرز جي ڪنارن تي وڏا بلاڪ ٽٽي ڍرا ٿي ويا ڪري پيا ۽ شايد ڪناري کان ٽپ يا ريڙجي پيا	گ ل ي ش ي ئ ر ز | ج ي | ڪ ن ا ر ن | ت ي | و ڏ ا | ب ل ا ڪ | ٽ ٽ ي | ڍ ر ا | ٿ ي | و ي ا | ڪ ر ي | پ ي ا | ۽ | ش ا ي د | ڪ ن ا ر ي | ک ا ن | ٽ پ | ي ا | ر ي ڙ ج ي | پ ي ا |	217920	FEMALE
142	12624284676851916697.wav	اربع جي ڏينهن، آمريڪا جي نيشنل باسڪيٽ بال ايسوسي ايشن (NBA) COVID-19 سان لاڳاپيل تشويشن جي ڪري پيشيور باسڪيٽ بال سيزن کي معطل ڪيو.	اربع جي ڏينهن، آمريڪا جي نيشنل باسڪيٽ بال ايسوسي ايشن nba covid-19 سان لاڳاپيل تشويشن جي ڪري پيشيور باسڪيٽ بال سيزن کي معطل ڪيو	ا ر ب ع | ج ي | ڏ ي ن ه ن ، | آ م ر ي ڪ ا | ج ي | ن ي ش ن ل | ب ا س ڪ ي ٽ | ب ا ل | ا ي س و س ي | ا ي ش ن | n b a | c o v i d - 1 9 | س ا ن | ل ا ڳ ا پ ي ل | ت ش و ي ش ن | ج ي | ڪ ر ي | پ ي ش ي و ر | ب ا س ڪ ي ٽ | ب ا ل | س ي ز ن | ک ي | م ع ط ل | ڪ ي و |	245760	MALE
46	2730033318246036056.wav	24 سيپٽمبر 1759 تي، آرٿر گنيس آئرليند جي ڊبلن شهر ۾ سينٽ جيمز گيٽ بريوري جي لاءِ 9،000 سالن جي ليز تي صحي ڪئي.	24 سيپٽمبر 1759 تي، آرٿر گنيس آئرليند جي ڊبلن شهر ۾ سينٽ جيمز گيٽ بريوري جي لاءِ 9،000 سالن جي ليز تي صحي ڪئي	2 4 | س ي پ ٽ م ب ر | 1 7 5 9 | ت ي ، | آ ر ٿ ر | گ ن ي س | آ ئ ر ل ي ن د | ج ي | ڊ ب ل ن | ش ه ر | ۾ | س ي ن ٽ | ج ي م ز | گ ي ٽ | ب ر ي و ر ي | ج ي | ل ا ء ِ | 9 ، 0 0 0 | س ا ل ن | ج ي | ل ي ز | ت ي | ص ح ي | ڪ ئ ي |	223680	FEMALE
657	7619764567447516755.wav	جيڪڏهن توهان ٿڌي موسم دوران گرين لينڊ جو دورو ڪريو ٿا (غور ڪريو ته توهان جيئن اتر طرف ويندا، اوتري ٿد وڌندي ويندي)، ڪافي گرم ڪپڙا کڻي اچن ضروري آهي.	جيڪڏهن توهان ٿڌي موسم دوران گرين لينڊ جو دورو ڪريو ٿا غور ڪريو ته توهان جيئن اتر طرف ويندا، اوتري ٿد وڌندي ويندي، ڪافي گرم ڪپڙا کڻي اچن ضروري آهي	ج ي ڪ ڏ ه ن | ت و ه ا ن | ٿ ڌ ي | م و س م | د و ر ا ن | گ ر ي ن | ل ي ن ڊ | ج و | د و ر و | ڪ ر ي و | ٿ ا | غ و ر | ڪ ر ي و | ت ه | ت و ه ا ن | ج ي ئ ن | ا ت ر | ط ر ف | و ي ن د ا ، | ا و ت ر ي | ٿ د | و ڌ ن د ي | و ي ن د ي ، | ڪ ا ف ي | گ ر م | ڪ پ ڙ ا | ک ڻ ي | ا چ ن | ض ر و ر ي | آ ه ي |	63360	FEMALE
176	13338117953306793128.wav	هن اٽلانٽا ۾ رهندي عزت ڪمائي ۽ جديد شهري تعليم جي لاءِ سڃاتي ويئي هئي.	هن اٽلانٽا ۾ رهندي عزت ڪمائي ۽ جديد شهري تعليم جي لاءِ سڃاتي ويئي هئي	ه ن | ا ٽ ل ا ن ٽ ا | ۾ | ر ه ن د ي | ع ز ت | ڪ م ا ئ ي | ۽ | ج د ي د | ش ه ر ي | ت ع ل ي م | ج ي | ل ا ء ِ | س ڃ ا ت ي | و ي ئ ي | ه ئ ي |	115200	MALE
377	791994125812839479.wav	جيئن جيئن توهان سج جي مرڪز کان پري ٿيندا وڃو ٿا ته گئس سنهي ٿيندي وڃي ٿي.	جيئن جيئن توهان سج جي مرڪز کان پري ٿيندا وڃو ٿا ته گئس سنهي ٿيندي وڃي ٿي	ج ي ئ ن | ج ي ئ ن | ت و ه ا ن | س ج | ج ي | م ر ڪ ز | ک ا ن | پ ر ي | ٿ ي ن د ا | و ڃ و | ٿ ا | ت ه | گ ئ س | س ن ه ي | ٿ ي ن د ي | و ڃ ي | ٿ ي |	128640	MALE
