701	6523110200644756091.wav	دا غوښتنی د دواړه هیوادونو تر منځ د هجرت د منظم بهیر منځ ته راوړلو په خاطر طرحه شوي	دا غوښتنی د دواړه هیوادونو تر منځ د هجرت د منظم بهیر منځ ته راوړلو په خاطر طرحه شوي	د ا | غ و ښ ت ن ی | د | د و ا ړ ه | ه ی و ا د و ن و | ت ر | م ن ځ | د | ه ج ر ت | د | م ن ظ م | ب ه ی ر | م ن ځ | ت ه | ر ا و ړ ل و | پ ه | خ ا ط ر | ط ر ح ه | ش و ي |	178560	MALE
1281	10600135892585712003.wav	د هوکوریکو بریښنا کمپنۍ راپور ورکړل چې د زلزلې له امله هیڅ زیان نلري خو د شیکا اتومي بټۍ کې لومړۍ او دویم شمیره ریاکټوره بند شوي وو.	د هوکوریکو بریښنا کمپنۍ راپور ورکړل چې د زلزلې له امله هیڅ زیان نلري خو د شیکا اتومي بټۍ کې لومړۍ او دویم شمیره ریاکټوره بند شوي وو	د | ه و ک و ر ی ک و | ب ر ی ښ ن ا | ک م پ ن ۍ | ر ا پ و ر | و ر ک ړ ل | چ ې | د | ز ل ز ل ې | ل ه | ا م ل ه | ه ی څ | ز ی ا ن | ن ل ر ي | خ و | د | ش ی ک ا | ا ت و م ي | ب ټ ۍ | ک ې | ل و م ړ ۍ | ا و | د و ی م | ش م ی ر ه | ر ی ا ک ټ و ر ه | ب ن د | ش و ي | و و |	238080	FEMALE
574	2370312329593604685.wav	د کوچيانو پړاو کي، د اُردو ميږې د شپي رسم ګذشت کوي او د ورځي په ترس کيمپ ودراوې۔	د کوچيانو پړاو کي د اُردو ميږې د شپي رسم ګذشت کوي او د ورځي په ترس کيمپ ودراوې	د | ک و چ ي ا ن و | پ ړ ا و | ک ي | د | ا ُ ر د و | م ي ږ ې | د | ش پ ي | ر س م | ګ ذ ش ت | ک و ي | ا و | د | و ر ځ ي | پ ه | ت ر س | ک ي م پ | و د ر ا و ې |	146880	MALE
48	10650266096990716173.wav	چان ریډ john reid د A1GP د نیوې زیلاند د ډلې مرستیال موټر چلوونکې نن تاریخ جوړ کړ کله چې هغه په قانونی ډول د اته څلويښت کلن 48آکلنډ هاربر بریج نوي زیلاند auckland harbour bridge newzealand باندي د ټو لو څخه کړندی موټر وځغلوو	چان ریډ john reid د a1gp د نیوې زیلاند د ډلې مرستیال موټر چلوونکې نن تاریخ جوړ کړ کله چې هغه په قانونی ډول د اته څلويښت کلن 48آکلنډ هاربر بریج نوي زیلاند auckland harbour bridge newzealand باندي د ټو لو څخه کړندی موټر وځغلوو	چ ا ن | ر ی ډ | j o h n | r e i d | د | a 1 g p | د | ن ی و ې | ز ی ل ا ن د | د | ډ ل ې | م ر س ت ی ا ل | م و ټ ر | چ ل و و ن ک ې | ن ن | ت ا ر ی خ | ج و ړ | ک ړ | ک ل ه | چ ې | ه غ ه | پ ه | ق ا ن و ن ی | ډ و ل | د | ا ت ه | څ ل و ي ښ ت | ک ل ن | 4 8 آ ک ل ن ډ | ه ا ر ب ر | ب ر ی ج | ن و ي | ز ی ل ا ن د | a u c k l a n d | h a r b o u r | b r i d g e | n e w z e a l a n d | ب ا ن د ي | د | ټ و | ل و | څ خ ه | ک ړ ن د ی | م و ټ ر | و ځ غ ل و و |	240000	MALE
11	5941528946300124996.wav	د ۲۹: ۱۱ شاوخوا، لاریون د وائټ هال، د ترافالګر سکوئر، د بیرغ په څنګ کې راپورته شو، د الډویچ په واسطه او کنگز وے ته د هولبورن په لور تیریدل چېرته چې محافظه کاره ګوند د دوی په پسرلي کې په لوی کاناټ خونو هوټل کې غونډه کوي.	د ۲۹: ۱۱ شاوخوا، لاریون د وائټ هال، د ترافالګر سکوئر، د بیرغ په څنګ کې راپورته شو، د الډویچ په واسطه او کنگز وے ته د هولبورن په لور تیریدل چېرته چې محافظه کاره ګوند د دوی په پسرلي کې په لوی کاناټ خونو هوټل کې غونډه کوي	د | ۲ ۹ : | ۱ ۱ | ش ا و خ و ا ، | ل ا ر ی و ن | د | و ا ئ ټ | ه ا ل ، | د | ت ر ا ف ا ل ګ ر | س ک و ئ ر ، | د | ب ی ر غ | پ ه | څ ن ګ | ک ې | ر ا پ و ر ت ه | ش و ، | د | ا ل ډ و ی چ | پ ه | و ا س ط ه | ا و | ک ن گ ز | و ے | ت ه | د | ه و ل ب و ر ن | پ ه | ل و ر | ت ی ر ی د ل | چ ې ر ت ه | چ ې | م ح ا ف ظ ه | ک ا ر ه | ګ و ن د | د | د و ی | پ ه | پ س ر ل ي | ک ې | پ ه | ل و ی | ک ا ن ا ټ | خ و ن و | ه و ټ ل | ک ې | غ و ن ډ ه | ک و ي |	354240	MALE
1331	11253906401171293128.wav	پداسې حال کې چې د پروژې پراساس زده کړه، باید زده کړه اسانه کړي او وزرې یو قدمه هاخوا ډیر په زړه پوری دي۔	پداسې حال کې چې د پروژې پراساس زده کړه باید زده کړه اسانه کړي او وزرې یو قدمه هاخوا ډیر په زړه پوری دي	پ د ا س ې | ح ا ل | ک ې | چ ې | د | پ ر و ژ ې | پ ر ا س ا س | ز د ه | ک ړ ه | ب ا ی د | ز د ه | ک ړ ه | ا س ا ن ه | ک ړ ي | ا و | و ز ر ې | ی و | ق د م ه | ه ا خ و ا | ډ ی ر | پ ه | ز ړ ه | پ و ر ی | د ي |	167040	MALE
234	13308053359754528011.wav	په اوولسم سپتمبر 2007 کا ل کې زیږیدلی ناديه چې د سیزیرینcesarian عملیات له لارې د روسیې د الیسک aliesk په نسایې ولادي کلینیک کې زیږیدلی، د 17 پاونډه او یو اونس د زیات وزن لرونکه وه	په اوولسم سپتمبر 2007 کا ل کې زیږیدلی ناديه چې د سیزیرینcesarian عملیات له لارې د روسیې د الیسک aliesk په نسایې ولادي کلینیک کې زیږیدلی، د 17 پاونډه او یو اونس د زیات وزن لرونکه وه	پ ه | ا و و ل س م | س پ ت م ب ر | 2 0 0 7 | ک ا | ل | ک ې | ز ی ږ ی د ل ی | ن ا د ي ه | چ ې | د | س ی ز ی ر ی ن c e s a r i a n | ع م ل ی ا ت | ل ه | ل ا ر ې | د | ر و س ی ې | د | ا ل ی س ک | a l i e s k | پ ه | ن س ا ی ې | و ل ا د ي | ک ل ی ن ی ک | ک ې | ز ی ږ ی د ل ی ، | د | 1 7 | پ ا و ن ډ ه | ا و | ی و | ا و ن س | د | ز ی ا ت | و ز ن | ل ر و ن ک ه | و ه |	471360	MALE
308	13334553659834554410.wav	هغه د سه شنبې په ورځ په اوساکا ښار کې ومړ.	هغه د سه شنبې په ورځ په اوساکا ښار کې ومړ	ه غ ه | د | س ه | ش ن ب ې | پ ه | و ر ځ | پ ه | ا و س ا ک ا | ښ ا ر | ک ې | و م ړ |	61440	MALE
1509	16580791628765954201.wav	دا ادعا کيږي چې څارويو د ځینو پالنه کړې ده؛ ویل کیږي چې ځینې یې پخپله په ځنګل کې ژوند کړی دی.	دا ادعا کيږي چې څارويو د ځینو پالنه کړې ده ویل کیږي چې ځینې یې پخپله په ځنګل کې ژوند کړی دی	د ا | ا د ع ا | ک ي ږ ي | چ ې | څ ا ر و ي و | د | ځ ی ن و | پ ا ل ن ه | ک ړ ې | د ه | و ی ل | ک ی ږ ي | چ ې | ځ ی ن ې | ی ې | پ خ پ ل ه | پ ه | ځ ن ګ ل | ک ې | ژ و ن د | ک ړ ی | د ی |	96000	FEMALE
183	8348923480062876156.wav	د حکومت وياند وويل، "اوس د عامه صحت او د جرمی عدل له نظره دا مهمه ده چې قانون جوړونکې باید دا په قانون په عاجل ډول جوړ کړي" .	د حکومت وياند وويل اوس د عامه صحت او د جرمی عدل له نظره دا مهمه ده چې قانون جوړونکې باید دا په قانون په عاجل ډول جوړ کړي	د | ح ک و م ت | و ي ا ن د | و و ي ل | ا و س | د | ع ا م ه | ص ح ت | ا و | د | ج ر م ی | ع د ل | ل ه | ن ظ ر ه | د ا | م ه م ه | د ه | چ ې | ق ا ن و ن | ج و ړ و ن ک ې | ب ا ی د | د ا | پ ه | ق ا ن و ن | پ ه | ع ا ج ل | ډ و ل | ج و ړ | ک ړ ي |	230400	MALE
171	10646885083363318091.wav	والي هم نن بیان ورکړ چې "موږ وپوهیدو چې د مکتب عمر لرونکې ماشومان پیژندل شوي چې دوي د پخوا نه د مریض سره رابطه لرله."	والي هم نن بیان ورکړ چې موږ وپوهیدو چې د مکتب عمر لرونکې ماشومان پیژندل شوي چې دوي د پخوا نه د مریض سره رابطه لرله	و ا ل ي | ه م | ن ن | ب ی ا ن | و ر ک ړ | چ ې | م و ږ | و پ و ه ی د و | چ ې | د | م ک ت ب | ع م ر | ل ر و ن ک ې | م ا ش و م ا ن | پ ی ژ ن د ل | ش و ي | چ ې | د و ي | د | پ خ و ا | ن ه | د | م ر ی ض | س ر ه | ر ا ب ط ه | ل ر ل ه |	158400	MALE
916	8162240892890063081.wav	ددې برخې بعضې پروګرامونه حتي په رښتونې نړۍ کې په شیانو یا نښانونو د خارجې ژبو خطونه هم ترجمه کولای شي هغه وخت چې استعمالونکی زیرک تلیفون هغه شیانو ته مخامخ کړي.	ددې برخې بعضې پروګرامونه حتي په رښتونې نړۍ کې په شیانو یا نښانونو د خارجې ژبو خطونه هم ترجمه کولای شي هغه وخت چې استعمالونکی زیرک تلیفون هغه شیانو ته مخامخ کړي	د د ې | ب ر خ ې | ب ع ض ې | پ ر و ګ ر ا م و ن ه | ح ت ي | پ ه | ر ښ ت و ن ې | ن ړ ۍ | ک ې | پ ه | ش ی ا ن و | ی ا | ن ښ ا ن و ن و | د | خ ا ر ج ې | ژ ب و | خ ط و ن ه | ه م | ت ر ج م ه | ک و ل ا ی | ش ي | ه غ ه | و خ ت | چ ې | ا س ت ع م ا ل و ن ک ی | ز ی ر ک | ت ل ی ف و ن | ه غ ه | ش ی ا ن و | ت ه | م خ ا م خ | ک ړ ي |	277440	MALE
1331	8711342221016145206.wav	پداسې حال کې چې د پروژې پراساس زده کړه، باید زده کړه اسانه کړي او وزرې یو قدمه هاخوا ډیر په زړه پوری دي۔	پداسې حال کې چې د پروژې پراساس زده کړه باید زده کړه اسانه کړي او وزرې یو قدمه هاخوا ډیر په زړه پوری دي	پ د ا س ې | ح ا ل | ک ې | چ ې | د | پ ر و ژ ې | پ ر ا س ا س | ز د ه | ک ړ ه | ب ا ی د | ز د ه | ک ړ ه | ا س ا ن ه | ک ړ ي | ا و | و ز ر ې | ی و | ق د م ه | ه ا خ و ا | ډ ی ر | پ ه | ز ړ ه | پ و ر ی | د ي |	249600	FEMALE
991	18071726737931339467.wav	د یخ څخه جوړ شويو غارونو دیوالونه او بامونه راغورځیدای شي او درزونه یې بندیدای شي	د یخ څخه جوړ شويو غارونو دیوالونه او بامونه راغورځیدای شي او درزونه یې بندیدای شي	د | ی خ | څ خ ه | ج و ړ | ش و ي و | غ ا ر و ن و | د ی و ا ل و ن ه | ا و | ب ا م و ن ه | ر ا غ و ر ځ ی د ا ی | ش ي | ا و | د ر ز و ن ه | ی ې | ب ن د ی د ا ی | ش ي |	123840	MALE
975	2037740445470908612.wav	خو په مالیزیا کې، حد اقل د مالیزیا په کلیوالي منطقو کې دا د "راشه" معنی ورکوي د خپل بدن طرف ته د شهادت ګوتې د را کږولو په شان، یوه اشاره ده چې په بعضو مغربي هیوادونو کې استعمالیږي او باید چې د هماغه هدف لپاره وکاریږي.	خو په مالیزیا کې حد اقل د مالیزیا په کلیوالي منطقو کې دا د راشه معنی ورکوي د خپل بدن طرف ته د شهادت ګوتې د را کږولو په شان یوه اشاره ده چې په بعضو مغربي هیوادونو کې استعمالیږي او باید چې د هماغه هدف لپاره وکاریږي	خ و | پ ه | م ا ل ی ز ی ا | ک ې | ح د | ا ق ل | د | م ا ل ی ز ی ا | پ ه | ک ل ی و ا ل ي | م ن ط ق و | ک ې | د ا | د | ر ا ش ه | م ع ن ی | و ر ک و ي | د | خ پ ل | ب د ن | ط ر ف | ت ه | د | ش ه ا د ت | ګ و ت ې | د | ر ا | ک ږ و ل و | پ ه | ش ا ن | ی و ه | ا ش ا ر ه | د ه | چ ې | پ ه | ب ع ض و | م غ ر ب ي | ه ی و ا د و ن و | ک ې | ا س ت ع م ا ل ی ږ ي | ا و | ب ا ی د | چ ې | د | ه م ا غ ه | ه د ف | ل پ ا ر ه | و ک ا ر ی ږ ي |	367680	FEMALE
693	8965197841847056174.wav	د انګکور اجازتنامه معبد ته دداخلیدو لپاره لازمي ده نو کله چې د Tonle Sap په طرف ځې ځان سره د پاسپورت راوړل مه هیروه.	د انګکور اجازتنامه معبد ته دداخلیدو لپاره لازمي ده نو کله چې د tonle sap په طرف ځې ځان سره د پاسپورت راوړل مه هیروه	د | ا ن ګ ک و ر | ا ج ا ز ت ن ا م ه | م ع ب د | ت ه | د د ا خ ل ی د و | ل پ ا ر ه | ل ا ز م ي | د ه | ن و | ک ل ه | چ ې | د | t o n l e | s a p | پ ه | ط ر ف | ځ ې | ځ ا ن | س ر ه | د | پ ا س پ و ر ت | ر ا و ړ ل | م ه | ه ی ر و ه |	125760	MALE
719	5678847010770373874.wav	که څه هم چلی خپلواکې په 1810کې اعلان کړه ،(د کډوډونکې ناپلیونی جنګ کوم چې هسپانیه یې د کلونه د یو فعال حکومت څخه محرمه کړه) په هسپانیه باندي پریکنده بریا د 1818 پورې لاس ته رانغله	که څه هم چلی خپلواکې په 1810کې اعلان کړه ،د کډوډونکې ناپلیونی جنګ کوم چې هسپانیه یې د کلونه د یو فعال حکومت څخه محرمه کړه په هسپانیه باندي پریکنده بریا د 1818 پورې لاس ته رانغله	ک ه | څ ه | ه م | چ ل ی | خ پ ل و ا ک ې | پ ه | 1 8 1 0 ک ې | ا ع ل ا ن | ک ړ ه | ، د | ک ډ و ډ و ن ک ې | ن ا پ ل ی و ن ی | ج ن ګ | ک و م | چ ې | ه س پ ا ن ی ه | ی ې | د | ک ل و ن ه | د | ی و | ف ع ا ل | ح ک و م ت | څ خ ه | م ح ر م ه | ک ړ ه | پ ه | ه س پ ا ن ی ه | ب ا ن د ي | پ ر ی ک ن د ه | ب ر ی ا | د | 1 8 1 8 | پ و ر ې | ل ا س | ت ه | ر ا ن غ ل ه |	374400	FEMALE
962	4616516869073540684.wav	په 1994 کي د آزربایجان ارمنیایی ناګورنو کاراباخ قومي منطقې د آزریس په خلاف جنګ وکړ	په 1994 کي د آزربایجان ارمنیایی ناګورنو کاراباخ قومي منطقې د آزریس په خلاف جنګ وکړ	پ ه | 1 9 9 4 | ک ي | د | آ ز ر ب ا ی ج ا ن | ا ر م ن ی ا ی ی | ن ا ګ و ر ن و | ک ا ر ا ب ا خ | ق و م ي | م ن ط ق ې | د | آ ز ر ی س | پ ه | خ ل ا ف | ج ن ګ | و ک ړ |	168960	MALE
11	15685651557244067506.wav	د ۲۹: ۱۱ شاوخوا، لاریون د وائټ هال، د ترافالګر سکوئر، د بیرغ په څنګ کې راپورته شو، د الډویچ په واسطه او کنگز وے ته د هولبورن په لور تیریدل چېرته چې محافظه کاره ګوند د دوی په پسرلي کې په لوی کاناټ خونو هوټل کې غونډه کوي.	د ۲۹: ۱۱ شاوخوا، لاریون د وائټ هال، د ترافالګر سکوئر، د بیرغ په څنګ کې راپورته شو، د الډویچ په واسطه او کنگز وے ته د هولبورن په لور تیریدل چېرته چې محافظه کاره ګوند د دوی په پسرلي کې په لوی کاناټ خونو هوټل کې غونډه کوي	د | ۲ ۹ : | ۱ ۱ | ش ا و خ و ا ، | ل ا ر ی و ن | د | و ا ئ ټ | ه ا ل ، | د | ت ر ا ف ا ل ګ ر | س ک و ئ ر ، | د | ب ی ر غ | پ ه | څ ن ګ | ک ې | ر ا پ و ر ت ه | ش و ، | د | ا ل ډ و ی چ | پ ه | و ا س ط ه | ا و | ک ن گ ز | و ے | ت ه | د | ه و ل ب و ر ن | پ ه | ل و ر | ت ی ر ی د ل | چ ې ر ت ه | چ ې | م ح ا ف ظ ه | ک ا ر ه | ګ و ن د | د | د و ی | پ ه | پ س ر ل ي | ک ې | پ ه | ل و ی | ک ا ن ا ټ | خ و ن و | ه و ټ ل | ک ې | غ و ن ډ ه | ک و ي |	464640	MALE
1328	6475595175404081264.wav	هغه حتی دا پیشنهاد هم وکړ چې د انساني رویيو تعبیرولو وړتیاوې ممکن ځینې ځناور لکه کورني سپي هم ولري.	هغه حتی دا پیشنهاد هم وکړ چې د انساني رویيو تعبیرولو وړتیاوې ممکن ځینې ځناور لکه کورني سپي هم ولري	ه غ ه | ح ت ی | د ا | پ ی ش ن ه ا د | ه م | و ک ړ | چ ې | د | ا ن س ا ن ي | ر و ی ي و | ت ع ب ی ر و ل و | و ړ ت ی ا و ې | م م ک ن | ځ ی ن ې | ځ ن ا و ر | ل ک ه | ک و ر ن ي | س پ ي | ه م | و ل ر ي |	188160	MALE
1001	5289295501699547698.wav	واټیکان ښار په خپله قانون جوړونه او رسمي ارتباطاتو کې اطالوي کاروي.	واټیکان ښار په خپله قانون جوړونه او رسمي ارتباطاتو کې اطالوي کاروي	و ا ټ ی ک ا ن | ښ ا ر | پ ه | خ پ ل ه | ق ا ن و ن | ج و ړ و ن ه | ا و | ر س م ي | ا ر ت ب ا ط ا ت و | ک ې | ا ط ا ل و ي | ک ا ر و ي |	130560	MALE
